year,make,model,trany,rangeCity,rangeHwy,highway08
2010,Acura,TSX,Manual 6-spd,0.0,0.0,28
2010,Acura,TSX,Automatic (S5),0.0,0.0,30
2010,Acura,TSX,Automatic (S5),0.0,0.0,27
2010,Acura,RL,Automatic (S5),0.0,0.0,22
2010,Acura,RDX 2WD,Automatic (S5),0.0,0.0,24
2010,Acura,RDX 4WD,Automatic (S5),0.0,0.0,22
2010,Acura,TL 2WD,Automatic (S5),0.0,0.0,26
2010,Acura,TL 4WD,Manual 6-spd,0.0,0.0,25
2010,Acura,TL 4WD,Automatic (S5),0.0,0.0,25
2010,Acura,MDX 4WD,Automatic (S6),0.0,0.0,21
2010,Acura,ZDX 4WD,Automatic (S6),0.0,0.0,23
2011,Acura,RDX 2WD,Automatic (S5),0.0,0.0,24
2011,Acura,RDX 4WD,Automatic (S5),0.0,0.0,22
2011,Acura,TL 2WD,Automatic (S5),0.0,0.0,26
2011,Acura,TL 4WD,Manual 6-spd,0.0,0.0,24
2011,Acura,TL 4WD,Automatic (S5),0.0,0.0,24
2011,Acura,MDX 4WD,Automatic (S6),0.0,0.0,21
2011,Acura,RL,Automatic (S6),0.0,0.0,24
2011,Acura,ZDX 4WD,Automatic (S6),0.0,0.0,23
2011,Acura,TSX,Manual 6-spd,0.0,0.0,29
2011,Acura,TSX,Automatic (S5),0.0,0.0,31
2011,Acura,TSX,Automatic (S5),0.0,0.0,28
2011,Acura,TSX Wagon,Automatic (S5),0.0,0.0,29
2012,Acura,TL 2WD,Automatic (S6),0.0,0.0,29
2012,Acura,TL 4WD,Automatic (S6),0.0,0.0,26
2012,Acura,TL 4WD,Manual 6-spd,0.0,0.0,24
2012,Acura,TSX,Manual 6-spd,0.0,0.0,29
2012,Acura,TSX,Automatic (S5),0.0,0.0,31
2012,Acura,TSX,Automatic (S5),0.0,0.0,28
2012,Acura,TSX Wagon,Automatic (S5),0.0,0.0,29
2012,Acura,RDX 2WD,Automatic (S5),0.0,0.0,24
2012,Acura,ZDX 4WD,Automatic (S6),0.0,0.0,23
2012,Acura,RDX 4WD,Automatic (S5),0.0,0.0,22
2012,Acura,MDX 4WD,Automatic (S6),0.0,0.0,21
2012,Acura,RL,Automatic (S6),0.0,0.0,24
2013,Acura,RDX 2WD,Automatic (S6),0.0,0.0,28
2013,Acura,RDX 4WD,Automatic (S6),0.0,0.0,27
2013,Acura,ILX,Automatic (S5),0.0,0.0,34
2013,Acura,ILX,Manual 6-spd,0.0,0.0,31
2013,Acura,ILX Hybrid,Automatic (AV-S7),0.0,0.0,38
2013,Acura,TSX,Manual 6-spd,0.0,0.0,29
2013,Acura,TSX,Automatic (S5),0.0,0.0,31
2013,Acura,TSX,Automatic (S5),0.0,0.0,28
2013,Acura,TL 2WD,Automatic (S6),0.0,0.0,29
2013,Acura,TL 4WD,Manual 6-spd,0.0,0.0,24
2013,Acura,TL 4WD,Automatic (S6),0.0,0.0,26
2013,Acura,TSX Wagon,Automatic (S5),0.0,0.0,29
2013,Acura,MDX 4WD,Automatic (S6),0.0,0.0,21
2013,Acura,ZDX 4WD,Automatic (S6),0.0,0.0,23
2014,Acura,RLX,Automatic (S6),0.0,0.0,30
2014,Acura,RDX 2WD,Automatic (S6),0.0,0.0,28
2014,Acura,RDX 4WD,Automatic (S6),0.0,0.0,27
2014,Acura,ILX,Automatic (S5),0.0,0.0,34
2014,Acura,ILX,Manual 6-spd,0.0,0.0,31
2014,Acura,MDX 2WD,Automatic (S6),0.0,0.0,28
2014,Acura,MDX 4WD,Automatic (S6),0.0,0.0,27
2014,Acura,ILX Hybrid,Automatic (AV-S7),0.0,0.0,38
2014,Acura,TSX,Automatic (S5),0.0,0.0,31
2014,Acura,TSX,Manual 6-spd,0.0,0.0,29
2014,Acura,TSX,Automatic (S5),0.0,0.0,28
2014,Acura,TL 2WD,Automatic (S6),0.0,0.0,29
2014,Acura,TL 4WD,Automatic (S6),0.0,0.0,26
2014,Acura,TL 4WD,Manual 6-spd,0.0,0.0,24
2014,Acura,TSX Wagon,Automatic (S5),0.0,0.0,29
2014,Acura,RLX Hybrid,Automatic (S7),0.0,0.0,31
2015,Acura,RDX 2WD,Automatic (S6),0.0,0.0,28
2015,Acura,RDX 4WD,Automatic (S6),0.0,0.0,27
2015,Acura,RLX,Automatic (S6),0.0,0.0,30
2015,Acura,MDX 2WD,Automatic (S6),0.0,0.0,28
2015,Acura,MDX 4WD,Automatic (S6),0.0,0.0,27
2015,Acura,ILX,Automatic (S5),0.0,0.0,34
2015,Acura,ILX,Manual 6-spd,0.0,0.0,31
2015,Acura,TLX,Automatic (AM8),0.0,0.0,35
2015,Acura,TLX,Automatic (S9),0.0,0.0,34
2015,Acura,TLX AWD,Automatic (S9),0.0,0.0,31
2016,Acura,ILX,Automatic (AM8),0.0,0.0,35
2016,Acura,RLX,Automatic (S6),0.0,0.0,30
2016,Acura,RLX Hybrid,Automatic (AM7),0.0,0.0,31
2016,Acura,MDX 2WD,Automatic (S9),0.0,0.0,27
2016,Acura,MDX 2WD,Automatic (S9),0.0,0.0,27
2016,Acura,MDX 4WD,Automatic (S9),0.0,0.0,26
2016,Acura,MDX 4WD,Automatic (S9),0.0,0.0,26
2016,Acura,RDX 2WD,Automatic (S6),0.0,0.0,28
2016,Acura,RDX 4WD,Automatic (S6),0.0,0.0,27
2016,Acura,TLX 2WD,Automatic (AM-S8),0.0,0.0,35
2016,Acura,TLX 2WD,Automatic (S9),0.0,0.0,34
2016,Acura,TLX 4WD,Automatic (S9),0.0,0.0,31
2017,Acura,RDX FWD,Automatic (S6),0.0,0.0,28
2017,Acura,RDX AWD,Automatic (S6),0.0,0.0,27
2017,Acura,ILX,Automatic (AM-S8),0.0,0.0,35
2017,Acura,NSX Hybrid,Automatic (AM-S9),0.0,0.0,22
2017,Acura,MDX FWD,Automatic (S9),0.0,0.0,27
2017,Acura,MDX FWD,Automatic (S9),0.0,0.0,27
2017,Acura,MDX AWD,Automatic (S9),0.0,0.0,26
2017,Acura,MDX AWD,Automatic (S9),0.0,0.0,26
2017,Acura,TLX FWD,Automatic (AM-S8),0.0,0.0,35
2017,Acura,TLX FWD,Automatic (S9),0.0,0.0,34
2017,Acura,TLX AWD,Automatic (S9),0.0,0.0,31
2017,Acura,RLX,Automatic (S6),0.0,0.0,30
2017,Acura,RLX Hybrid,Automatic (AM-S7),0.0,0.0,30
2017,Acura,MDX Hybrid AWD,Automatic (AM-S7),0.0,0.0,27
2018,Acura,TLX FWD,Automatic (AM-S8),0.0,0.0,33
2018,Acura,TLX FWD,Automatic (S9),0.0,0.0,32
2018,Acura,TLX FWD A-SPEC,Automatic (S9),0.0,0.0,30
2018,Acura,TLX AWD,Automatic (S9),0.0,0.0,30
2018,Acura,TLX AWD A-SPEC,Automatic (S9),0.0,0.0,29
2018,Acura,RDX FWD,Automatic (S6),0.0,0.0,28
2018,Acura,RDX AWD,Automatic (S6),0.0,0.0,27
2018,Acura,MDX FWD,Automatic (S9),0.0,0.0,27
2018,Acura,MDX FWD,Automatic (S9),0.0,0.0,27
2018,Acura,MDX AWD,Automatic (S9),0.0,0.0,26
2018,Acura,MDX AWD,Automatic (S9),0.0,0.0,26
2018,Acura,ILX,Automatic (AM-S8),0.0,0.0,35
2018,Acura,RLX,Automatic (S10),0.0,0.0,29
2018,Acura,RLX Hybrid,Automatic (AM-S7),0.0,0.0,29
2018,Acura,NSX Hybrid,Automatic (AM-S9),0.0,0.0,22
2018,Acura,MDX Hybrid AWD,Automatic (AM-S7),0.0,0.0,27
2019,Acura,TLX FWD A-SPEC,Automatic (AM-S8),0.0,0.0,32
2019,Acura,TLX FWD A-SPEC,Automatic (S9),0.0,0.0,30
2019,Acura,TLX AWD,Automatic (S9),0.0,0.0,29
2019,Acura,TLX AWD A-SPEC,Automatic (S9),0.0,0.0,29
2019,Acura,TLX FWD,Automatic (AM-S8),0.0,0.0,33
2019,Acura,TLX FWD,Automatic (S9),0.0,0.0,31
2019,Acura,RDX FWD,Automatic (S10),0.0,0.0,28
2019,Acura,RDX FWD A-SPEC,Automatic (S10),0.0,0.0,27
2019,Acura,RDX AWD,Automatic (S10),0.0,0.0,27
2019,Acura,RDX AWD A-SPEC,Automatic (S10),0.0,0.0,26
2019,Acura,RLX,Automatic (S10),0.0,0.0,29
2019,Acura,RLX Hybrid,Automatic (AM-S7),0.0,0.0,29
2019,Acura,MDX FWD,Automatic (S9),0.0,0.0,27
2019,Acura,MDX AWD,Automatic (S9),0.0,0.0,26
2019,Acura,MDX AWD A-SPEC,Automatic (S9),0.0,0.0,25
2019,Acura,MDX Hybrid AWD,Automatic (AM-S7),0.0,0.0,27
2019,Acura,NSX Hybrid,Automatic (AM-S9),0.0,0.0,22
2019,Acura,ILX,Automatic (AM-S8),0.0,0.0,34
2020,Acura,TLX FWD,Automatic (AM-S8),0.0,0.0,33
2020,Acura,TLX FWD A-SPEC,Automatic (AM-S8),0.0,0.0,32
2020,Acura,TLX FWD,Automatic (S9),0.0,0.0,31
2020,Acura,TLX FWD A-SPEC,Automatic (S9),0.0,0.0,30
2020,Acura,TLX AWD,Automatic (S9),0.0,0.0,29
2020,Acura,TLX AWD A-SPEC,Automatic (S9),0.0,0.0,29
2020,Acura,RDX FWD,Automatic (S10),0.0,0.0,28
2020,Acura,RDX FWD A-SPEC,Automatic (S10),0.0,0.0,27
2020,Acura,RDX AWD,Automatic (S10),0.0,0.0,27
2020,Acura,RDX AWD A-SPEC,Automatic (S10),0.0,0.0,26
2020,Acura,MDX FWD,Automatic (S9),0.0,0.0,27
2020,Acura,MDX AWD,Automatic (S9),0.0,0.0,26
2020,Acura,MDX AWD A-SPEC,Automatic (S9),0.0,0.0,25
2020,Acura,MDX Hybrid AWD,Automatic (AM-S7),0.0,0.0,27
2020,Acura,RLX,Automatic (S10),0.0,0.0,29
2020,Acura,RLX Hybrid,Automatic (AM-S7),0.0,0.0,29
2020,Acura,ILX,Automatic (AM-S8),0.0,0.0,34
2020,Acura,NSX Hybrid,Automatic (AM-S9),0.0,0.0,22
2021,Acura,RDX FWD,Automatic (S10),0.0,0.0,28
2021,Acura,RDX FWD A-SPEC,Automatic (S10),0.0,0.0,27
2021,Acura,RDX AWD,Automatic (S10),0.0,0.0,27
2021,Acura,RDX AWD A-SPEC,Automatic (S10),0.0,0.0,26
2021,Acura,TLX AWD A-SPEC,Automatic (S10),0.0,0.0,29
2021,Acura,TLX AWD,Automatic (S10),0.0,0.0,29
2021,Acura,TLX FWD A-SPEC,Automatic (S10),0.0,0.0,30
2021,Acura,TLX FWD,Automatic (S10),0.0,0.0,31
2021,Acura,ILX,Automatic (AM-S8),0.0,0.0,34
2021,Acura,NSX Hybrid,Automatic (AM-S9),0.0,0.0,22
2021,Acura,TLX Type-S,Automatic (S10),0.0,0.0,25
2021,Acura,TLX Type-S Perf Tire,Automatic (S10),0.0,0.0,24
2022,Acura,MDX FWD,Automatic (S10),0.0,0.0,26
2022,Acura,MDX AWD,Automatic (S10),0.0,0.0,25
2022,Acura,ILX,Automatic (AM-S8),0.0,0.0,34
2022,Acura,TLX AWD,Automatic (S10),0.0,0.0,29
2022,Acura,TLX FWD,Automatic (S10),0.0,0.0,31
2022,Acura,TLX AWD A-SPEC,Automatic (S10),0.0,0.0,29
2022,Acura,TLX FWD A-SPEC,Automatic (S10),0.0,0.0,30
2022,Acura,TLX Type-S,Automatic (S10),0.0,0.0,25
2022,Acura,TLX Type-S Perf Tire,Automatic (S10),0.0,0.0,24
2022,Acura,RDX FWD,Automatic (S10),0.0,0.0,28
2022,Acura,RDX FWD A-SPEC,Automatic (S10),0.0,0.0,27
2022,Acura,RDX AWD,Automatic (S10),0.0,0.0,27
2022,Acura,RDX AWD A-SPEC,Automatic (S10),0.0,0.0,26
2022,Acura,MDX AWD Type-S,Automatic (S10),0.0,0.0,21
2022,Acura,NSX Hybrid,Automatic (AM-S9),0.0,0.0,22
2015,Alfa Romeo,4C,Automatic (AM6),0.0,0.0,34
2016,Alfa Romeo,4C,Automatic (AM6),0.0,0.0,34
2017,Alfa Romeo,Giulia,Automatic 8-spd,0.0,0.0,24
2017,Alfa Romeo,4C,Automatic (AM6),0.0,0.0,34
2017,Alfa Romeo,Giulia,Automatic 8-spd,0.0,0.0,33
2017,Alfa Romeo,Giulia AWD,Automatic 8-spd,0.0,0.0,31
2018,Alfa Romeo,Stelvio AWD,Automatic 8-spd,0.0,0.0,28
2018,Alfa Romeo,4C,Automatic (AM6),0.0,0.0,34
2018,Alfa Romeo,Giulia,Automatic 8-spd,0.0,0.0,33
2018,Alfa Romeo,Giulia,Automatic 8-spd,0.0,0.0,24
2018,Alfa Romeo,Giulia AWD,Automatic 8-spd,0.0,0.0,31
2018,Alfa Romeo,Stelvio AWD,Automatic 8-spd,0.0,0.0,23
2019,Alfa Romeo,Giulia,Automatic 8-spd,0.0,0.0,33
2019,Alfa Romeo,Giulia,Automatic 8-spd,0.0,0.0,24
2019,Alfa Romeo,Giulia AWD,Automatic 8-spd,0.0,0.0,31
2019,Alfa Romeo,Stelvio,Automatic 8-spd,0.0,0.0,29
2019,Alfa Romeo,Stelvio AWD,Automatic 8-spd,0.0,0.0,28
2019,Alfa Romeo,Stelvio AWD,Automatic 8-spd,0.0,0.0,23
2019,Alfa Romeo,4C,Automatic (AM6),0.0,0.0,34
2020,Alfa Romeo,4C,Automatic (AM6),0.0,0.0,34
2020,Alfa Romeo,Stelvio AWD,Automatic 8-spd,0.0,0.0,23
2020,Alfa Romeo,Giulia,Automatic 8-spd,0.0,0.0,33
2020,Alfa Romeo,Giulia AWD,Automatic 8-spd,0.0,0.0,31
2020,Alfa Romeo,Giulia,Automatic 8-spd,0.0,0.0,25
2020,Alfa Romeo,Stelvio,Automatic 8-spd,0.0,0.0,29
2020,Alfa Romeo,Stelvio AWD,Automatic 8-spd,0.0,0.0,28
2021,Alfa Romeo,Giulia,Automatic 8-spd,0.0,0.0,33
2021,Alfa Romeo,Giulia AWD,Automatic 8-spd,0.0,0.0,31
2021,Alfa Romeo,Stelvio,Automatic 8-spd,0.0,0.0,29
2021,Alfa Romeo,Stelvio AWD,Automatic 8-spd,0.0,0.0,28
2021,Alfa Romeo,Giulia,Automatic 8-spd,0.0,0.0,25
2021,Alfa Romeo,Stelvio AWD,Automatic 8-spd,0.0,0.0,23
2022,Alfa Romeo,Giulia,Automatic 8-spd,0.0,0.0,25
2022,Alfa Romeo,Stelvio AWD,Automatic 8-spd,0.0,0.0,23
2022,Alfa Romeo,Giulia,Automatic 8-spd,0.0,0.0,33
2022,Alfa Romeo,Giulia AWD,Automatic 8-spd,0.0,0.0,31
2022,Alfa Romeo,Stelvio AWD,Automatic 8-spd,0.0,0.0,28
2022,Alfa Romeo,Stelvio,Automatic 8-spd,0.0,0.0,29
2010,Aston Martin,V8 Vantage,Automatic (AM6),0.0,0.0,20
2010,Aston Martin,V8 Vantage,Manual 6-spd,0.0,0.0,19
2010,Aston Martin,DB9,Manual 6-spd,0.0,0.0,17
2010,Aston Martin,DB9,Automatic (S6),0.0,0.0,20
2010,Aston Martin,DBS,Manual 6-spd,0.0,0.0,17
2010,Aston Martin,DBS,Automatic (S6),0.0,0.0,18
2010,Aston Martin,Rapide,Automatic (S6),0.0,0.0,19
2011,Aston Martin,DB9,Manual 6-spd,0.0,0.0,17
2011,Aston Martin,V12 Vantage,Manual 6-spd,0.0,0.0,17
2011,Aston Martin,V8 Vantage,Manual 6-spd,0.0,0.0,19
2011,Aston Martin,V8 Vantage,Automatic (AM6),0.0,0.0,20
2011,Aston Martin,DB9,Automatic (S6),0.0,0.0,20
2011,Aston Martin,DBS,Manual 6-spd,0.0,0.0,17
2011,Aston Martin,DBS,Automatic (S6),0.0,0.0,18
2011,Aston Martin,Rapide,Automatic (S6),0.0,0.0,19
2011,Aston Martin,V8 Vantage S,Automatic (AM7),0.0,0.0,21
2012,Aston Martin,DB9,Automatic (S6),0.0,0.0,20
2012,Aston Martin,DB9,Manual 6-spd,0.0,0.0,17
2012,Aston Martin,DBS,Automatic (S6),0.0,0.0,18
2012,Aston Martin,DBS,Manual 6-spd,0.0,0.0,17
2012,Aston Martin,Virage,Automatic (S6),0.0,0.0,18
2012,Aston Martin,Rapide,Automatic (S6),0.0,0.0,19
2012,Aston Martin,V12 Vantage,Manual 6-spd,0.0,0.0,17
2012,Aston Martin,V8 Vantage,Manual 6-spd,0.0,0.0,19
2012,Aston Martin,V8 Vantage S,Automatic (AM7),0.0,0.0,21
2012,Aston Martin,V8 Vantage,Automatic (AM6),0.0,0.0,20
2012,Aston Martin,V8 Vantage,Automatic (AM7),0.0,0.0,21
2013,Aston Martin,V8 Vantage,Manual 6-spd,0.0,0.0,19
2013,Aston Martin,V8 Vantage,Automatic (AM7),0.0,0.0,21
2013,Aston Martin,V8 Vantage S,Manual 6-spd,0.0,0.0,19
2013,Aston Martin,V8 Vantage S,Automatic (AM7),0.0,0.0,21
2013,Aston Martin,DB9,Automatic (S6),0.0,0.0,19
2014,Aston Martin,DB9,Automatic (S6),0.0,0.0,19
2014,Aston Martin,Vanquish,Automatic (S6),0.0,0.0,19
2014,Aston Martin,Rapide S,Automatic (S6),0.0,0.0,19
2014,Aston Martin,V8 Vantage,Manual 6-spd,0.0,0.0,19
2014,Aston Martin,V8 Vantage,Automatic (AM7),0.0,0.0,21
2014,Aston Martin,V8 Vantage S,Manual 6-spd,0.0,0.0,19
2014,Aston Martin,V8 Vantage S,Automatic (AM7),0.0,0.0,21
2015,Aston Martin,V8 Vantage,Manual 6-spd,0.0,0.0,19
2015,Aston Martin,V8 Vantage S,Manual 6-spd,0.0,0.0,19
2015,Aston Martin,Vantage GT,Manual 6-spd,0.0,0.0,19
2015,Aston Martin,V8 Vantage,Automatic (AM7),0.0,0.0,21
2015,Aston Martin,V8 Vantage S,Automatic (AM7),0.0,0.0,21
2015,Aston Martin,Vantage GT,Automatic (AM7),0.0,0.0,21
2015,Aston Martin,DB9,Automatic (S6),0.0,0.0,19
2015,Aston Martin,V12 Vantage S,Automatic (AM7),0.0,0.0,18
2015,Aston Martin,Vanquish,Automatic (S8),0.0,0.0,21
2015,Aston Martin,Rapide S,Automatic (S8),0.0,0.0,21
2016,Aston Martin,V8 Vantage,Manual 6-spd,0.0,0.0,19
2016,Aston Martin,V8 Vantage S,Manual 6-spd,0.0,0.0,19
2016,Aston Martin,Vantage GT,Manual 6-spd,0.0,0.0,19
2016,Aston Martin,V8 Vantage,Automatic (AM7),0.0,0.0,21
2016,Aston Martin,V8 Vantage S,Automatic (AM7),0.0,0.0,21
2016,Aston Martin,Vantage GT,Automatic (AM7),0.0,0.0,21
2016,Aston Martin,V12 Vantage S,Automatic (AM7),0.0,0.0,18
2016,Aston Martin,DB9,Automatic (S6),0.0,0.0,19
2016,Aston Martin,Vanquish,Automatic (S8),0.0,0.0,21
2016,Aston Martin,Rapide S,Automatic (S8),0.0,0.0,21
2017,Aston Martin,V12 Vantage S,Automatic (AM7),0.0,0.0,18
2017,Aston Martin,V12 Vantage S,Manual 7-spd,0.0,0.0,16
2017,Aston Martin,Vanquish S Zagato,Automatic (S8),0.0,0.0,21
2017,Aston Martin,Rapide S,Automatic (S8),0.0,0.0,21
2017,Aston Martin,DB11 V12,Automatic (S8),0.0,0.0,21
2018,Aston Martin,Rapide S,Automatic (S8),0.0,0.0,21
2018,Aston Martin,Vanquish S Zagato,Automatic (S8),0.0,0.0,21
2018,Aston Martin,DB11 V12,Automatic (S8),0.0,0.0,21
2018,Aston Martin,DB11 V8,Automatic (S8),0.0,0.0,24
2019,Aston Martin,Vantage V8,Automatic (S8),0.0,0.0,25
2019,Aston Martin,DB11 V12,Automatic (S8),0.0,0.0,22
2019,Aston Martin,DB11 V8,Automatic (S8),0.0,0.0,24
2019,Aston Martin,DBS,Automatic (S8),0.0,0.0,22
2019,Aston Martin,Vanquish S,Automatic (S8),0.0,0.0,21
2019,Aston Martin,Rapide S,Automatic (S8),0.0,0.0,21
2020,Aston Martin,Vantage V8,Automatic (S8),0.0,0.0,24
2020,Aston Martin,DB11 V12,Automatic (S8),0.0,0.0,22
2020,Aston Martin,DB11 V8,Automatic (S8),0.0,0.0,24
2020,Aston Martin,DBS,Automatic (S8),0.0,0.0,22
2020,Aston Martin,Vantage Manual,Manual 7-spd,0.0,0.0,21
2021,Aston Martin,Vantage V8,Automatic (S8),0.0,0.0,24
2021,Aston Martin,DBS,Automatic (S8),0.0,0.0,22
2021,Aston Martin,DB11 V12,Automatic (S8),0.0,0.0,22
2021,Aston Martin,DB11 V8,Automatic (S8),0.0,0.0,24
2021,Aston Martin,Vantage Manual,Manual 7-spd,0.0,0.0,21
2021,Aston Martin,DBX V8,Automatic 9-spd,0.0,0.0,18
2022,Aston Martin,DB11 V8,Automatic 8-spd,0.0,0.0,24
2022,Aston Martin,Vantage V8,Automatic 8-spd,0.0,0.0,24
2022,Aston Martin,DBS,Automatic (S8),0.0,0.0,22
2022,Aston Martin,DB11 V12,Automatic (S8),0.0,0.0,22
2022,Aston Martin,DBX V8,Automatic 9-spd,0.0,0.0,20
2010,Audi,S5,Manual 6-spd,0.0,0.0,22
2010,Audi,S5,Automatic (S6),0.0,0.0,24
2010,Audi,A6 quattro,Automatic (S6),0.0,0.0,23
2010,Audi,A8,Automatic (S6),0.0,0.0,23
2010,Audi,A8 L,Automatic (S6),0.0,0.0,23
2010,Audi,Q7,Automatic (S6),0.0,0.0,18
2010,Audi,R8,Manual 6-spd,0.0,0.0,20
2010,Audi,R8,Automatic (AM6),0.0,0.0,20
2010,Audi,R8,Manual 6-spd,0.0,0.0,19
2010,Audi,R8,Automatic (AM6),0.0,0.0,18
2010,Audi,TT Roadster quattro,Automatic (S6),0.0,0.0,29
2010,Audi,A5 Cabriolet,Automatic (variable gear ratios),0.0,0.0,30
2010,Audi,A5 Cabriolet quattro,Automatic (S6),0.0,0.0,26
2010,Audi,A5 quattro,Manual 6-spd,0.0,0.0,30
2010,Audi,A5 quattro,Automatic (S6),0.0,0.0,27
2010,Audi,S5 Cabriolet,Automatic (S7),0.0,0.0,26
2010,Audi,TT Coupe quattro,Automatic (S6),0.0,0.0,29
2010,Audi,A4,Automatic (variable gear ratios),0.0,0.0,30
2010,Audi,A4 quattro,Manual 6-spd,0.0,0.0,30
2010,Audi,A4 quattro,Automatic (S6),0.0,0.0,27
2010,Audi,S4,Automatic (S7),0.0,0.0,28
2010,Audi,S4,Manual 6-spd,0.0,0.0,27
2010,Audi,A6 quattro,Automatic (S6),0.0,0.0,26
2010,Audi,S6,Automatic (S6),0.0,0.0,19
2010,Audi,A3,Manual 6-spd,0.0,0.0,30
2010,Audi,A3,Automatic (S6),0.0,0.0,28
2010,Audi,A3 quattro,Automatic (S6),0.0,0.0,28
2010,Audi,A4 Avant quattro,Automatic (S6),0.0,0.0,27
2010,Audi,A6 Avant quattro,Automatic (S6),0.0,0.0,26
2010,Audi,A5 quattro,Automatic (S6),0.0,0.0,27
2010,Audi,Q5,Automatic (S6),0.0,0.0,23
2010,Audi,Q7,Automatic (S6),0.0,0.0,24
2010,Audi,Q7,Automatic (S6),0.0,0.0,19
2010,Audi,A3,Automatic (S6),0.0,0.0,37
2010,Audi,A6,Automatic (variable gear ratios),0.0,0.0,28
2011,Audi,TT Roadster quattro,Automatic (S6),0.0,0.0,31
2011,Audi,R8 Spyder,Automatic (AM6),0.0,0.0,19
2011,Audi,R8,Automatic (AM6),0.0,0.0,19
2011,Audi,R8 Spyder,Manual 6-spd,0.0,0.0,19
2011,Audi,R8,Manual 6-spd,0.0,0.0,19
2011,Audi,A5 Cabriolet,Automatic (variable gear ratios),0.0,0.0,30
2011,Audi,A5 quattro,Automatic (S8),0.0,0.0,29
2011,Audi,A5 Cabriolet quattro,Automatic (S8),0.0,0.0,29
2011,Audi,A5 quattro,Manual 6-spd,0.0,0.0,31
2011,Audi,S5,Manual 6-spd,0.0,0.0,22
2011,Audi,S5,Automatic (S6),0.0,0.0,24
2011,Audi,S5 Cabriolet,Automatic (S7),0.0,0.0,26
2011,Audi,TT Coupe quattro,Automatic (S6),0.0,0.0,31
2011,Audi,A4,Automatic (variable gear ratios),0.0,0.0,30
2011,Audi,A4 quattro,Automatic (S8),0.0,0.0,29
2011,Audi,A4 quattro,Manual 6-spd,0.0,0.0,31
2011,Audi,S4,Automatic (S7),0.0,0.0,28
2011,Audi,S4,Manual 6-spd,0.0,0.0,27
2011,Audi,A8,Automatic (S8),0.0,0.0,27
2011,Audi,A6 quattro,Automatic (S6),0.0,0.0,24
2011,Audi,A6,Automatic (variable gear ratios),0.0,0.0,30
2011,Audi,A6 quattro,Automatic (S6),0.0,0.0,26
2011,Audi,S6,Automatic (S6),0.0,0.0,21
2011,Audi,A8 L,Automatic (S8),0.0,0.0,27
2011,Audi,A4 Avant quattro,Automatic (S8),0.0,0.0,29
2011,Audi,A3,Manual 6-spd,0.0,0.0,30
2011,Audi,A3,Automatic (S6),0.0,0.0,28
2011,Audi,A3 quattro,Automatic (S6),0.0,0.0,28
2011,Audi,A6 Avant quattro,Automatic (S6),0.0,0.0,26
2011,Audi,Q5,Automatic (S8),0.0,0.0,27
2011,Audi,Q5,Automatic (S6),0.0,0.0,23
2011,Audi,Q7,Automatic (S8),0.0,0.0,21
2011,Audi,Q7,Automatic (S8),0.0,0.0,24
2011,Audi,A3,Automatic (S6),0.0,0.0,37
2011,Audi,R8,Manual 6-spd,0.0,0.0,20
2011,Audi,R8,Automatic (AM6),0.0,0.0,21
2011,Audi,R8 Spyder,Manual 6-spd,0.0,0.0,20
2011,Audi,R8 Spyder,Automatic (AM6),0.0,0.0,21
2012,Audi,R8,Automatic (AM6),0.0,0.0,19
2012,Audi,R8,Manual 6-spd,0.0,0.0,19
2012,Audi,R8 Spyder,Automatic (AM6),0.0,0.0,19
2012,Audi,R8 Spyder,Manual 6-spd,0.0,0.0,19
2012,Audi,A5 Cabriolet,Automatic (variable gear ratios),0.0,0.0,30
2012,Audi,A5 Cabriolet quattro,Automatic (S8),0.0,0.0,29
2012,Audi,A5 quattro,Automatic (S8),0.0,0.0,29
2012,Audi,A5 quattro,Manual 6-spd,0.0,0.0,31
2012,Audi,S5,Automatic (S6),0.0,0.0,24
2012,Audi,S5,Manual 6-spd,0.0,0.0,22
2012,Audi,S5 Cabriolet,Automatic (S7),0.0,0.0,26
2012,Audi,A4,Automatic (variable gear ratios),0.0,0.0,30
2012,Audi,A4 quattro,Automatic (S8),0.0,0.0,29
2012,Audi,A4 quattro,Manual 6-spd,0.0,0.0,31
2012,Audi,S4,Automatic (S7),0.0,0.0,28
2012,Audi,S4,Manual 6-spd,0.0,0.0,27
2012,Audi,A6,Automatic (variable gear ratios),0.0,0.0,33
2012,Audi,A6 quattro,Automatic (S8),0.0,0.0,28
2012,Audi,A7 quattro,Automatic (S8),0.0,0.0,28
2012,Audi,A8 L,Automatic (S8),0.0,0.0,21
2012,Audi,A4 Avant quattro,Automatic (S8),0.0,0.0,29
2012,Audi,Q5,Automatic (S8),0.0,0.0,27
2012,Audi,Q5,Automatic (S6),0.0,0.0,23
2012,Audi,R8 Spyder,Automatic (AM6),0.0,0.0,21
2012,Audi,TT Roadster quattro,Automatic (S6),0.0,0.0,31
2012,Audi,R8,Automatic (AM6),0.0,0.0,21
2012,Audi,R8 Spyder,Manual 6-spd,0.0,0.0,20
2012,Audi,R8,Manual 6-spd,0.0,0.0,20
2012,Audi,TT Coupe quattro,Automatic (S6),0.0,0.0,31
2012,Audi,TT RS Coupe,Manual 6-spd,0.0,0.0,25
2012,Audi,A8,Automatic (S8),0.0,0.0,28
2012,Audi,A8 L,Automatic (S8),0.0,0.0,28
2012,Audi,A3,Automatic (S6),0.0,0.0,37
