Model_Year,Model,Manufacturer,ManufacturerID,VehicleID,Category,Fuel,FuelID,Transmission_Type,Engine_Description
2017,RAV4 Hybrid AWD,Toyota,221,11714,SUV,Hybrid Electric,45,Auto,2.5L I4
2017,RLX Hybrid,Acura,365,11693,Sedan/Wagon,Hybrid Electric,45,Auto,3.5L V6
2017,RX 450h,Lexus,243,11706,SUV,Hybrid Electric,45,Auto,3.5L V6
2017,Rogue AWD Hybrid,Nissan,217,11802,SUV,Hybrid Electric,45,Auto,2.5L I4
2017,Rogue FWD Hybrid,Nissan,217,11803,SUV,Hybrid Electric,45,Auto,2.5L I4
2017,Rogue SV FWD Hybrid,Nissan,217,11804,SUV,Hybrid Electric,45,Auto,2.5L I4
2017,S550e,Mercedes-Benz,239,11800,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"3.0L V6
85 kW electric motor"
2017,Sierra 15 Hybrid 2WD,GMC,213,11699,Pickup,Hybrid Electric,45,Auto,5.3L V8
2017,Sierra 15 Hybrid 4WD,GMC,213,11700,Pickup,Hybrid Electric,45,Auto,5.3L V8
2017,Silverado 15 Hybrid 2WD,Chevrolet,215,11695,Pickup,Hybrid Electric,45,Auto,5.3L V8
2017,Silverado 15 Hybrid 4WD,Chevrolet,215,11696,Pickup,Hybrid Electric,45,Auto,5.3L V8
2017,Sonata Hybrid,Hyundai,351,11702,Sedan/Wagon,Hybrid Electric,45,Auto,2.0L I4
2017,Sonata Hybrid SE,Hyundai,351,11703,Sedan/Wagon,Hybrid Electric,45,Auto,2.0L I4
2017,Sonata Plug-in Hybrid,Hyundai,351,11723,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,2.0L I4 50 kW electric motor
2017,Soul,Kia,361,11768,Sedan/Wagon,Electric,41,Auto,"81 kW electric motor
27 kWh battery"
2017,Volt,Chevrolet,215,11721,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,1.5L I4 48 kW & 87 kW electric motor
2017,X5 xDrive40e,BMW,211,11720,SUV,Plug-in Hybrid Electric,57,Auto,2.0L I4 83 kW electric motor
2017,XC90 T8 Plug-in Hybrid,Volvo,395,11725,SUV,Plug-in Hybrid Electric,57,Auto,2.0L I4 34 & 65 kW electric motor
2017,XC90 T8 Plug-in Hybrid,Volvo,395,11811,SUV,Plug-in Hybrid Electric,57,Auto,"2.0L I4
34 & 65 kW electric motor"
2017,e-Golf,Volkswagen,347,11644,Sedan/Wagon,Electric,41,Auto,"100 kW electric motor
36 kWh battery"
2017,e6,BYD Motors,410,11813,Sedan/Wagon,Electric,41,Auto,
2017,fortwo electric drive convertable,smart,381,11848,Sedan/Wagon,Electric,41,Auto,"60 kW electric motor
51 Ah battery"
2017,fortwo electric drive coupe,smart,381,11846,Sedan/Wagon,Electric,41,Auto,"60 kW electric motor
51 Ah battery"
2017,i-MiEV,Mitsubishi,263,11642,Sedan/Wagon,Electric,41,Auto,49 kW electric motor 16 kW battery
2017,i3 BEV,BMW,211,11636,Sedan/Wagon,Electric,41,Auto,125 kW electric motor - 60 Amp-hour battery
2017,i3 BEV,BMW,211,11637,Sedan/Wagon,Electric,41,Auto,125 kW electric motor - 94 Amp-hour battery
2018,330e,BMW,211,11937,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"2.0L I4
83 kW electric motor"
2018,500e,Fiat,379,11990,Sedan/Wagon,Electric,41,Auto,"82 kW electric motor
63 Ah battery"
2018,530e,BMW,211,11938,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"2.0L I4
83 kW electric motor"
2018,530e xDrive,BMW,211,11939,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"2.0L I4
83 kW electric motor"
2018,740e xDrive,BMW,211,11940,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"2.0L I4
83 kW electric motor"
2018,A3 e-tron,Audi,377,11936,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"1.4L I4
80 kW electric motor"
2018,Accord Hybrid,Honda,209,11994,Sedan/Wagon,Hybrid Electric,45,Auto,2.0L I4
2018,Avalon Hybrid,Toyota,221,11929,Sedan/Wagon,Hybrid Electric,45,Auto,2.5L I4
2018,Bolt EV,Chevrolet,215,11841,Sedan/Wagon,Electric,41,,"150 kW electric motor
171 Ah battery"
2018,C-MAX Hybrid FWD,Ford,219,11908,Sedan/Wagon,Hybrid Electric,45,,2.0L I4
2018,C15 Silverado 2WD,Chevrolet,215,11906,Pickup,Hybrid Electric,45,Auto,5.3L V8
2018,C350e,Mercedes-Benz,239,11973,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"2.0L I4
60 kW electric motor"
2018,CT6 Plug-In,Cadillac,231,11942,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"2.0L I4
59 kW & 61 kW electric motor"
2018,Camry Hybrid LE,Toyota,221,11930,Sedan/Wagon,Hybrid Electric,45,Auto,2.5L I4
2018,Camry Hybrid XLE/SE,Toyota,221,11931,Sedan/Wagon,Hybrid Electric,45,Auto,2.5L I4
2018,Cayenne S e-Hybrid,Porsche,391,11997,SUV,Plug-in Hybrid Electric,57,Auto,"3.0L V6
70 kW electric motor"
2018,Clarity,Honda,209,11991,Sedan/Wagon,Electric,41,Auto,"120 kW electric motor 
82 Ah battery"
2018,Clarity PHEV,Honda,209,11946,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"1.5L I4
135 kW electric motor"
2018,Cooper SE Countryman ALL4,Mini,425,11951,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"1.5L I3
65 kW electric motor"
2018,ES 300h,Lexus,243,11923,Sedan/Wagon,Hybrid Electric,45,Auto,2.5L I4
2018,F-150,Ford,219,11996,Pickup,Plug-in Hybrid Electric,57,,"2.7L V6 3.3L V6
XL Hybrids drive system"
2018,Focus Electric FWD,Ford,219,11842,Sedan/Wagon,Electric,41,Auto,"107 kW electric motor
105 Ah battery"
2018,Fusion Energi Plug in Hybrid,Ford,219,11945,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"2.0L I4
68 kW electric motor"
2018,Fusion Hybrid FWD,Ford,219,11909,Sedan/Wagon,Hybrid Electric,45,Auto,2.0L I4
2018,GLC 350e 4MATIC,Mercedes-Benz,239,11984,SUV,Plug-in Hybrid Electric,57,Auto,"2.0L I4
60 kW electric motor"
2018,GLE550e,Mercedes-Benz,239,11950,SUV,Plug-in Hybrid Electric,57,Auto,"3.0L V6
85 kW electric motor"
2018,GS 450h,Lexus,243,11924,Sedan/Wagon,Hybrid Electric,45,Auto,3.5L V6
2018,Highlander Hybrid AWD,Toyota,221,11982,SUV,Hybrid Electric,45,Auto,3.5L V6
2018,Highlander Hybrid AWD LE Plus,Toyota,221,11983,SUV,Hybrid Electric,45,Auto,3.5L V6
2018,I3 (94 Ah) ,BMW,211,11975,Sedan/Wagon,Electric,41,Auto,"125 kW electric motor
94 Ah battery"
2018,I3 (94Ah) with Range Extender,BMW,211,11969,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"0.6L I2
125 kW electric motor"
2018,I3s (94 Ah) ,BMW,211,11976,Sedan/Wagon,Electric,41,Auto,"125 kW electric motor
94 Ah battery"
2018,I3s (94Ah) with Range Extender,BMW,211,11970,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"0.6L I2
125 kW electric motor"
2018,Ioniq,Hyundai,351,11913,Sedan/Wagon,Hybrid Electric,45,Auto,1.6L I4
2018,Ioniq Blue,Hyundai,351,11914,Sedan/Wagon,Hybrid Electric,45,Auto,1.6L I4
2018,Ioniq Electric,Hyundai,351,11844,Sedan/Wagon,Electric,41,Auto,"88 kW electric motor
78 Ah battery"
2018,Ioniq Plug-in Hybrid,Hyundai,351,11947,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"1.6L I4
32 kW electric motor"
2018,K15 Silverado 4WD,Chevrolet,215,11907,Pickup,Hybrid Electric,45,Auto,5.3L V8
2018,LC 500h,Lexus,243,11922,Sedan/Wagon,Hybrid Electric,45,Auto,3.5L V6
2018,LS 500h,Lexus,243,11989,Sedan/Wagon,Hybrid Electric,45,Auto,3.5L V6
2018,LS 500h AWD,Lexus,243,11981,Sedan/Wagon,Hybrid Electric,45,Auto,3.5L V6
2018,LaCrosse Hybrid,Buick,235,11904,Sedan/Wagon,Hybrid Electric,45,Auto,2.5L I4
2018,Leaf,Nissan,217,11974,Sedan/Wagon,Electric,41,Auto,"110 kW electric motor
115 Ah battery"
2018,MDX AWD,Acura,365,11978,SUV,Hybrid Electric,45,Auto,3.0L V6
2018,MKZ Hybrid FWD,Lincoln,227,11926,Sedan/Wagon,Hybrid Electric,45,Auto,2.0L I4
2018,Malibu Hybrid,Chevrolet,215,11905,Sedan/Wagon,Hybrid Electric,45,Auto,1.8L I4
2018,Model 3 Long Range,Tesla,237,11966,Sedan/Wagon,Electric,41,Auto,"211 kW electric motor
230 Ah battery"
2018,Model 3 Long Range AWD,Tesla,237,12057,Sedan/Wagon,Electric,41,Auto,"147 kW and 188 kW electric motors 
230 Ah battery"
2018,Model 3 Long Range AWD Performance,Tesla,237,12058,Sedan/Wagon,Electric,41,Auto,"147 kW and 211 kW electric motors
230 Ah battery"
2018,Model S 75 kWh,Tesla,237,11965,Sedan/Wagon,Electric,41,Auto,"270 kW electric motor
245 Ah battery"
2018,Model S AWD - 100D,Tesla,237,11964,Sedan/Wagon,Electric,41,Auto,"193 kW electric motor (X2)
245 Ah battery"
2018,Model S AWD - 75D,Tesla,237,11962,Sedan/Wagon,Electric,41,Auto,"193 kW electric motor (X2)
245 Ah battery"
2018,Model S AWD - P100D,Tesla,237,11963,Sedan/Wagon,Electric,41,Auto,"193 kW and 375 kW electric motors
245 Ah battery"
2018,Model X AWD - 100D,Tesla,237,11959,SUV,Electric,41,Auto,"193 kW electric motors (X2)
250 Ah battery"
2018,Model X AWD - 75D,Tesla,237,11958,SUV,Electric,41,Auto,"193 kW electric motor (X2)
250 Ah battery"
2018,Model X AWD - P100D,Tesla,237,11961,SUV,Electric,41,Auto,"193 kW and 375 kW electric motors
250 Ah battery"
2018,NSX Hybrid,Acura,365,11967,Sedan/Wagon,Hybrid Electric,45,Auto,3.5L V6
2018,NX 300h AWD,Lexus,243,11925,Sedan/Wagon,Hybrid Electric,45,Auto,2.5L I4
2018,Niro,Kia,361,11918,Sedan/Wagon,Hybrid Electric,45,Auto,1.6L I4
2018,Niro FE,Kia,361,11919,Sedan/Wagon,Hybrid Electric,45,Auto,1.6L I4
2018,Niro Plug-in Hybrid,Kia,361,11971,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"1.6L I4
32 kW electric motor"
2018,Niro Touring,Kia,361,11920,Sedan/Wagon,Hybrid Electric,45,Auto,1.6L I4
2018,Optima Hybrid,Kia,361,11921,Sedan/Wagon,Hybrid Electric,45,Auto,2.0L I4
2018,Optima Plug-In Hybrid,Kia,361,11948,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"2.0L I4
50 kW electric motor"
2018,Outlander PHEV,Mitsubishi,263,11972,SUV,Plug-in Hybrid Electric,57,Auto,"2.0L I4
60 kW electric motor"
2018,Pacifica PHEV,Chrysler,223,11944,Van,Plug-in Hybrid Electric,57,Auto,"3.6L V6
89 kW electric motor"
2018,Panamera 4 e-Hybrid,Porsche,391,12027,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"2.9L V6
70 kW electric motor"
2018,Panamera 4 e-Hybrid Executive,Porsche,391,12028,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"2.9L V6
70 kW electric motor"
2018,Panamera 4 e-Hybrid ST,Porsche,391,11998,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"2.9L V6
70 kW electric motor"
2018,Panamera Turbo S e-Hybrid,Porsche,391,11999,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"4.0L V6
70 kW electric motor"
2018,Panamera Turbo S e-Hybrid Executive,Porsche,391,12000,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"4.0L V6
70 kW electric motor"
2018,Panamera Turbo S e-Hybrid ST,Porsche,391,12001,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"4.0L V6
70 kW electric motor"
2018,Prius,Toyota,221,11932,Sedan/Wagon,Hybrid Electric,45,Auto,1.8L I4
2018,Prius Eco,Toyota,221,11933,Sedan/Wagon,Hybrid Electric,45,Auto,1.8L I4
2018,Prius Prime,Toyota,221,11985,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"1.8L I4
53 kW electric motor"
2018,Prius c,Toyota,221,11934,Sedan/Wagon,Hybrid Electric,45,Auto,1.5L I4
2018,Q50 Hybrid,Infiniti,359,11915,Sedan/Wagon,Hybrid Electric,45,Auto,3.5L V6
2018,Q50 Hybrid AWD,Infiniti,359,11916,Sedan/Wagon,Hybrid Electric,45,Auto,3.5L V6
2018,Q70 Hybrid,Infiniti,359,11917,Sedan/Wagon,Hybrid Electric,45,Auto,3.5L V6
2018,RAV4 Hybrid AWD,Toyota,221,11935,SUV,Hybrid Electric,45,Auto,2.5L I4
2018,RLX Hybrid,Acura,365,11903,Sedan/Wagon,Hybrid Electric,45,Auto,3.5L V6
2018,RX 450h  L AWD,Lexus,243,11995,SUV,Hybrid Electric,45,Auto,3.5L V6
2018,RX 450h AWD,Lexus,243,11968,SUV,Hybrid Electric,45,Auto,3.5L V6
2018,Revero,Karma,424,11949,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"2.0L I4
150 kW & 150 kW electric motor"
2018,Rogue AWD Hybrid,Nissan,217,11927,SUV,Hybrid Electric,45,Auto,2.0L I4
2018,Rogue FWD Hybrid,Nissan,217,11928,SUV,Hybrid Electric,45,Auto,2.0L I4
2018,S90 AWD,Volvo,395,11952,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"2.0L I4
34 & 65 kW electric motor"
2018,Sierra 15 Hybrid 2WD,GMC,213,11910,Pickup,Hybrid Electric,45,Auto,5.3L V8
2018,Sierra 15 Hybrid 4WD,GMC,213,11911,Pickup,Hybrid Electric,45,Auto,5.3L V8
2018,Sonata Hybrid,Hyundai,351,11986,Sedan/Wagon,Hybrid Electric,45,Auto,2.0L I4
2018,Sonata Hybrid SE,Hyundai,351,11987,Sedan/Wagon,Hybrid Electric,45,Auto,2.0L I4
2018,Sonata Plug-in Hybrid,Hyundai,351,12026,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"2.0L I4
50 kW electric motor"
2018,Soul,Kia,361,11845,Sedan/Wagon,Electric,41,Auto,"81 kW electric motor
80 Ah battery"
2018,Volt,Chevrolet,215,11943,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"1.5L I4
48 kW & 87 kW electric motor"
2018,X5 xDrive40e,BMW,211,11941,SUV,Plug-in Hybrid Electric,57,Auto,"2.0L I4
83 kW electric motor"
2018,XC60 AWD,Volvo,395,11953,SUV,Plug-in Hybrid Electric,57,Auto,"2.0L I4
34 & 65 kW electric motor"
2018,XC90 AWD,Volvo,395,11954,SUV,Plug-in Hybrid Electric,57,Auto,"2.0L I4
34 & 65 kW electric motor"
2018,e6,BYD Motors,410,12218,Sedan/Wagon,Electric,41,Auto,"75 kW electric motor 
270 Ah battery"
2018,fortwo electric drive convertable,smart,381,11849,Sedan/Wagon,Electric,41,Auto,"60 kW electric motor
51 Ah battery"
2018,fortwo electric drive coupe,smart,381,11847,Sedan/Wagon,Electric,41,Auto,"60 kW electric motor
51 Ah battery"
2019,1500 2WD,Ram,349,12069,Pickup,Hybrid Electric,45,Auto,5.7L V8
2019,1500 2WD,Ram,349,12155,Pickup,Hybrid Electric,45,Auto,3.6L V6
2019,1500 4WD,Ram,349,12070,Pickup,Hybrid Electric,45,Auto,5.7L V8
2019,1500 4WD,Ram,349,12156,Pickup,Hybrid Electric,45,Auto,3.6L V6
2019,1500 HFE 2WD,Ram,349,12232,Pickup,Hybrid Electric,45,Auto,3.6L V6
2019,500e,Fiat,379,12219,Sedan/Wagon,Electric,41,Auto,"82 kW electric motor
63 Ah battery"
2019,530e,BMW,211,12162,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"2.0L I4
83 kW electric motor"
2019,530e xDrive,BMW,211,12163,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"2.0L I4
83 kW electric motor"
2019,740e xDrive,BMW,211,12164,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"2.0L I4
83 kW electric motor"
2019,A6 quattro,Audi,377,12129,Sedan/Wagon,Hybrid Electric,45,Auto,3.0L V6
2019,A6 quattro,Audi,377,12259,Sedan/Wagon,Hybrid Electric,45,Auto,2.0L I4
2019,A7 quattro,Audi,377,12130,Sedan/Wagon,Hybrid Electric,45,Auto,3.0L V6
2019,A8L,Audi,377,12131,Sedan/Wagon,Hybrid Electric,45,Auto,3.0L V6
2019,A8L,Audi,377,12349,Sedan/Wagon,Hybrid Electric,45,Auto,4.0L V8
2019,AMG CLS53 4MATIC+,Mercedes-Benz,239,12149,Sedan/Wagon,Hybrid Electric,45,Auto,3.0L V6
2019,AMG E53 4MATIC+,Mercedes-Benz,239,12150,Sedan/Wagon,Hybrid Electric,45,Auto,3.0L V6
2019,AMG E53 4MATIC+ (Convertible),Mercedes-Benz,239,12152,Sedan/Wagon,Hybrid Electric,45,Auto,3.0L V6
2019,AMG E53 4MATIC+ (Coupe),Mercedes-Benz,239,12151,Sedan/Wagon,Hybrid Electric,45,Auto,3.0L V6
2019,AMG GT 53 4MATIC+,Mercedes-Benz,239,12230,Sedan/Wagon,Hybrid Electric,45,Auto,3.0L V6
2019,Accord Hybrid,Honda,209,12136,Sedan/Wagon,Hybrid Electric,45,Auto,2.0L I4
2019,Avalon Hybrid,Toyota,221,12050,Sedan/Wagon,Hybrid Electric,45,Auto,2.5L I4
2019,Avalon Hybrid XLE,Toyota,221,12051,Sedan/Wagon,Hybrid Electric,45,Auto,2.5L I4
2019,Bolt EV,Chevrolet,215,12209,Sedan/Wagon,Electric,41,,"150 kW electric motor
171 Ah battery"
2019,CLS 450,Mercedes-Benz,239,12153,Sedan/Wagon,Hybrid Electric,45,Auto,3.0L V6
2019,CLS 450 4MATIC,Mercedes-Benz,239,12154,Sedan/Wagon,Hybrid Electric,45,Auto,3.0L V6
2019,Camry Hybrid LE,Toyota,221,12157,Sedan/Wagon,Hybrid Electric,45,Auto,2.5L I4
2019,Camry Hybrid XLE/SE,Toyota,221,12158,Sedan/Wagon,Hybrid Electric,45,Auto,2.5L I4
2019,Cayenne e-Hybrid,Porsche,391,12402,SUV,Plug-in Hybrid Electric,57,Auto,"3.0L V6
99 kW electric motor"
2019,Clarity,Honda,209,12170,Sedan/Wagon,Electric,41,Auto,"120 kW electric motor 
82 Ah battery"
2019,Clarity PHEV,Honda,209,12194,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"1.5L I4
135 kW electric motor"
2019,Cooper SE Countryman ALL4,Mini,425,12054,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"1.5L I3
65 kW electric motor"
2019,Crosstrek Hybrid AWD,Subaru,383,12212,SUV,Plug-in Hybrid Electric,57,Auto,"2.0L I4
88 kW electric motor"
2019,EQ fortwo convertible,smart,381,12172,Sedan/Wagon,Electric,41,Auto,"60 kW electric motor
51 Ah battery"
2019,EQ fortwo coupe,smart,381,12171,Sedan/Wagon,Electric,41,Auto,"60 kW electric motor
51 Ah battery"
2019,ES 300h,Lexus,243,12146,Sedan/Wagon,Hybrid Electric,45,Auto,2.5L I4
2019,F-150,Ford,219,12234,Pickup,Plug-in Hybrid Electric,57,Auto,"2.7L V6 3.3L V6
XL XLP Plug-in Hybrid Electric System"
2019,Fusion Energi Plug in Hybrid FWD,Ford,219,12088,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"2.0L I4
68 kW electric motor"
2019,Fusion Hybrid FWD,Ford,219,12135,Sedan/Wagon,Hybrid Electric,45,Auto,2.0L I4
2019,Fusion Hybrid TAXI,Ford,219,12134,Sedan/Wagon,Hybrid Electric,45,Auto,2.0L I4
2019,Fusion Special Service Vehicle PHEV,Ford,219,12213,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"2.0L I4
68 kW electric motor"
2019,GLC 350e 4MATIC,Mercedes-Benz,239,12167,SUV,Plug-in Hybrid Electric,57,Auto,"2.0L I4
85 kW electric motor"
2019,Highlander Hybrid AWD,Toyota,221,12159,Sedan/Wagon,Hybrid Electric,45,Auto,3.5L V6
2019,Highlander Hybrid AWD LE Plus,Toyota,221,12160,Sedan/Wagon,Hybrid Electric,45,Auto,3.5L V6
2019,I-PACE,Jaguar,385,12103,SUV,Electric,41,Auto,"147 kW electric motor
223 Ah battery"
2019,Insight,Honda,209,12067,Sedan/Wagon,Hybrid Electric,45,Auto,1.5L I4
2019,Insight Touring,Honda,209,12068,Sedan/Wagon,Hybrid Electric,45,Auto,1.5L I4
2019,Ioniq,Hyundai,351,12137,Sedan/Wagon,Hybrid Electric,45,Auto,1.6L I4
2019,Ioniq Blue,Hyundai,351,12138,Sedan/Wagon,Hybrid Electric,45,Auto,1.6L I4
2019,Ioniq Electric,Hyundai,351,12061,Sedan/Wagon,Electric,41,Auto,"88 kW electric motor
78 Ah battery"
2019,Ioniq Plug-in Hybrid,Hyundai,351,12089,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"1.6L I4
32 kW electric motor"
2019,Kona Electric,Hyundai,351,12210,SUV,Electric,41,Auto,"150 kW electric motor
180 Ah battery"
2019,LC 500h,Lexus,243,12143,Sedan/Wagon,Hybrid Electric,45,Auto,3.5L V6
2019,LS 500h,Lexus,243,12144,Sedan/Wagon,Hybrid Electric,45,Auto,3.5L V6
2019,LS 500h AWD,Lexus,243,12145,Sedan/Wagon,Hybrid Electric,45,Auto,3.5L V6
2019,LaCrosse Hybrid,Buick,235,12048,Sedan/Wagon,Hybrid Electric,45,Auto,2.5L I4
2019,Leaf (40 kWh battery pack),Nissan,217,12075,Sedan/Wagon,Electric,41,Auto,"110 kW electric motor
115 Ah battery"
2019,Leaf (62 kWh battery pack),Nissan,217,12222,Sedan/Wagon,Electric,41,Auto,"160 kW electric motor
176 Ah battery"
2019,Leaf SV/SL (62 kWh battery pack),Nissan,217,12223,Sedan/Wagon,Electric,41,Auto,"160 kW electric motor
176 Ah battery"
2019,MDX AWD,Acura,365,12127,SUV,Hybrid Electric,45,Auto,3.0L V6
2019,MKZ Hybrid FWD,Lincoln,227,12148,Sedan/Wagon,Hybrid Electric,45,Auto,2.0L I4
2019,Malibu Hybrid,Chevrolet,215,12133,Sedan/Wagon,Hybrid Electric,45,Auto,1.8L I4
2019,Model 3 Long Range,Tesla,237,12181,Sedan/Wagon,Electric,41,Auto,"211 kW electric motor
230 Ah battery"
2019,Model 3 Long Range AWD,Tesla,237,12182,Sedan/Wagon,Electric,41,Auto,"147 kW and 188 kW electric motors
230 Ah battery"
2019,Model 3 Long Range AWD Performance,Tesla,237,12179,Sedan/Wagon,Electric,41,Auto,"147 kW and 211 kW electric motors
230 Ah battery"
2019,Model 3 Mid Range,Tesla,237,12180,Sedan/Wagon,Electric,41,Auto,"202 kW electric motor
230 Ah battery"
2019,Model 3 Standard Range,Tesla,237,12250,Sedan/Wagon,Electric,41,Auto,"211 kW electric motor
230 Ah battery"
2019,Model 3 Standard Range Plus,Tesla,237,12251,Sedan/Wagon,Electric,41,Auto,"211 kW electric motor
230 Ah battery"
2019,Model S 100D,Tesla,237,12177,Sedan/Wagon,Electric,41,Auto,"193 kW electric motor (X2)
245 Ah battery"
2019,Model S 75D,Tesla,237,12178,Sedan/Wagon,Electric,41,Auto,"193 kW electric motor (X2)
245 Ah battery"
2019,Model S Long Range,Tesla,237,12249,Sedan/Wagon,Electric,41,Auto,"193 kW and 205 kW electric motor
245 Ah battery"
2019,Model S P100D,Tesla,237,12176,Sedan/Wagon,Electric,41,Auto,"193 kW and 375 kW electric motor
245 Ah battery"
2019,"Model S Performance (19"" Wheels)",Tesla,237,12248,Sedan/Wagon,Electric,41,Auto,"193 kW and 205 kW electric motor
245 Ah battery"
2019,Model S Standard Range,Tesla,237,12258,Sedan/Wagon,Electric,41,Auto,"193 kW and 205 kW electric motor
245 Ah battery"
2019,Model X 100D,Tesla,237,12174,SUV,Electric,41,Auto,"193 kW kW electric motor (X2)
250 Ah battery"
2019,Model X 75D,Tesla,237,12173,SUV,Electric,41,Auto,"193 kW electric motor (X2)
250 Ah battery"
2019,Model X Long Range,Tesla,237,12256,SUV,Electric,41,Auto,"193 205 and 375 kW electric motors
250 Ah battery"
2019,Model X P100D,Tesla,237,12175,SUV,Electric,41,Auto,"193 kW and 375 kW electric motor
250 Ah battery"
2019,"Model X Performance (22"" Wheels)",Tesla,237,12257,SUV,Electric,41,Auto,"193 205 and 375 kW electric motors
250 Ah battery"
2019,NSX Hybrid,Acura,365,12128,Sedan/Wagon,Hybrid Electric,45,Auto,3.5L V6
2019,NX 300h AWD,Lexus,243,12056,SUV,Hybrid Electric,45,Auto,2.5L I4
2019,Niro,Kia,361,12080,Sedan/Wagon,Hybrid Electric,45,Auto,1.6L I4
2019,Niro Electric,Kia,361,12104,Sedan/Wagon,Electric,41,Auto,"150 kW electric motor
180 Ah battery"
2019,Niro FE,Kia,361,12081,Sedan/Wagon,Hybrid Electric,45,Auto,1.6L I4
2019,Niro Plug-in Hybrid,Kia,361,12166,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"1.6L I4
32 kW electric motor"
2019,Niro Touring,Kia,361,12082,Sedan/Wagon,Hybrid Electric,45,Auto,1.6L I4
2019,Optima Hybrid,Kia,361,12083,Sedan/Wagon,Hybrid Electric,45,Auto,2.0L I4
2019,Optima Plug-In Hybrid,Kia,361,12090,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"2.0L I4
50 kW electric motor"
2019,Outlander PHEV,Mitsubishi,263,12168,SUV,Plug-in Hybrid Electric,57,Auto,"2.0L I4
60 kW electric motor"
2019,Pacifica Hybrid,Chrysler,223,12087,Van,Plug-in Hybrid Electric,57,Auto,"3.6L V6
89 kW electric motor"
2019,Panamera 4 e-Hybrid,Porsche,391,12236,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"2.9L V6
70 kW electric motor"
2019,Panamera 4 e-Hybrid Executive,Porsche,391,12238,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"2.9L V6
70 kW electric motor"
2019,Panamera 4 e-Hybrid ST,Porsche,391,12237,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"2.9L V6
70 kW electric motor"
2019,Panamera Turbo S e-Hybrid,Porsche,391,12240,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"4.0L V8
70 kW electric motor"
2019,Panamera Turbo S e-Hybrid Executive,Porsche,391,12239,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"4.0L V8
70 kW electric motor"
2019,Panamera Turbo S e-Hybrid ST,Porsche,391,12241,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"4.0L V8
70 kW electric motor"
2019,Prius,Toyota,221,12191,Sedan/Wagon,Hybrid Electric,45,Auto,1.8L I4
2019,Prius AWD,Toyota,221,12192,Sedan/Wagon,Hybrid Electric,45,Auto,1.8L I4
2019,Prius Eco,Toyota,221,12193,Sedan/Wagon,Hybrid Electric,45,Auto,1.8L I4
2019,Prius Prime,Toyota,221,12195,Sedan/Wagon,Plug-in Hybrid Electric,57,Auto,"1.8L I4
23 & 53 kW electric motor"
2019,Prius c,Toyota,221,12161,Sedan/Wagon,Hybrid Electric,45,Auto,1.5L I4
2019,Q8,Audi,377,12132,Sedan/Wagon,Hybrid Electric,45,Auto,3.0L V6
2019,RAV4 Hybrid AWD,Toyota,221,12233,SUV,Hybrid Electric,45,Auto,2.5L I4
