make,year,model,trany,rangeCity,rangeHwy,highway08
Acura,2010,TSX,Manual 6-spd,0.0,0.0,28
Acura,2010,TSX,Automatic (S5),0.0,0.0,30
Acura,2010,TSX,Automatic (S5),0.0,0.0,27
Acura,2010,RL,Automatic (S5),0.0,0.0,22
Acura,2010,RDX 2WD,Automatic (S5),0.0,0.0,24
Acura,2010,RDX 4WD,Automatic (S5),0.0,0.0,22
Acura,2010,TL 2WD,Automatic (S5),0.0,0.0,26
Acura,2010,TL 4WD,Manual 6-spd,0.0,0.0,25
Acura,2010,TL 4WD,Automatic (S5),0.0,0.0,25
Acura,2010,MDX 4WD,Automatic (S6),0.0,0.0,21
Acura,2010,ZDX 4WD,Automatic (S6),0.0,0.0,23
Acura,2011,RDX 2WD,Automatic (S5),0.0,0.0,24
Acura,2011,RDX 4WD,Automatic (S5),0.0,0.0,22
Acura,2011,TL 2WD,Automatic (S5),0.0,0.0,26
Acura,2011,TL 4WD,Manual 6-spd,0.0,0.0,24
Acura,2011,TL 4WD,Automatic (S5),0.0,0.0,24
Acura,2011,MDX 4WD,Automatic (S6),0.0,0.0,21
Acura,2011,RL,Automatic (S6),0.0,0.0,24
Acura,2011,ZDX 4WD,Automatic (S6),0.0,0.0,23
Acura,2011,TSX,Manual 6-spd,0.0,0.0,29
Acura,2011,TSX,Automatic (S5),0.0,0.0,31
Acura,2011,TSX,Automatic (S5),0.0,0.0,28
Acura,2011,TSX Wagon,Automatic (S5),0.0,0.0,29
Acura,2012,TL 2WD,Automatic (S6),0.0,0.0,29
Acura,2012,TL 4WD,Automatic (S6),0.0,0.0,26
Acura,2012,TL 4WD,Manual 6-spd,0.0,0.0,24
Acura,2012,TSX,Manual 6-spd,0.0,0.0,29
Acura,2012,TSX,Automatic (S5),0.0,0.0,31
Acura,2012,TSX,Automatic (S5),0.0,0.0,28
Acura,2012,TSX Wagon,Automatic (S5),0.0,0.0,29
Acura,2012,RDX 2WD,Automatic (S5),0.0,0.0,24
Acura,2012,ZDX 4WD,Automatic (S6),0.0,0.0,23
Acura,2012,RDX 4WD,Automatic (S5),0.0,0.0,22
Acura,2012,MDX 4WD,Automatic (S6),0.0,0.0,21
Acura,2012,RL,Automatic (S6),0.0,0.0,24
Acura,2013,RDX 2WD,Automatic (S6),0.0,0.0,28
Acura,2013,RDX 4WD,Automatic (S6),0.0,0.0,27
Acura,2013,ILX,Automatic (S5),0.0,0.0,34
Acura,2013,ILX,Manual 6-spd,0.0,0.0,31
Acura,2013,ILX Hybrid,Automatic (AV-S7),0.0,0.0,38
Acura,2013,TSX,Manual 6-spd,0.0,0.0,29
Acura,2013,TSX,Automatic (S5),0.0,0.0,31
Acura,2013,TSX,Automatic (S5),0.0,0.0,28
Acura,2013,TL 2WD,Automatic (S6),0.0,0.0,29
Acura,2013,TL 4WD,Manual 6-spd,0.0,0.0,24
Acura,2013,TL 4WD,Automatic (S6),0.0,0.0,26
Acura,2013,TSX Wagon,Automatic (S5),0.0,0.0,29
Acura,2013,MDX 4WD,Automatic (S6),0.0,0.0,21
Acura,2013,ZDX 4WD,Automatic (S6),0.0,0.0,23
Acura,2014,RLX,Automatic (S6),0.0,0.0,30
Acura,2014,RDX 2WD,Automatic (S6),0.0,0.0,28
Acura,2014,RDX 4WD,Automatic (S6),0.0,0.0,27
Acura,2014,ILX,Automatic (S5),0.0,0.0,34
Acura,2014,ILX,Manual 6-spd,0.0,0.0,31
Acura,2014,MDX 2WD,Automatic (S6),0.0,0.0,28
Acura,2014,MDX 4WD,Automatic (S6),0.0,0.0,27
Acura,2014,ILX Hybrid,Automatic (AV-S7),0.0,0.0,38
Acura,2014,TSX,Automatic (S5),0.0,0.0,31
Acura,2014,TSX,Manual 6-spd,0.0,0.0,29
Acura,2014,TSX,Automatic (S5),0.0,0.0,28
Acura,2014,TL 2WD,Automatic (S6),0.0,0.0,29
Acura,2014,TL 4WD,Automatic (S6),0.0,0.0,26
Acura,2014,TL 4WD,Manual 6-spd,0.0,0.0,24
Acura,2014,TSX Wagon,Automatic (S5),0.0,0.0,29
Acura,2014,RLX Hybrid,Automatic (S7),0.0,0.0,31
Acura,2015,RDX 2WD,Automatic (S6),0.0,0.0,28
Acura,2015,RDX 4WD,Automatic (S6),0.0,0.0,27
Acura,2015,RLX,Automatic (S6),0.0,0.0,30
Acura,2015,MDX 2WD,Automatic (S6),0.0,0.0,28
Acura,2015,MDX 4WD,Automatic (S6),0.0,0.0,27
Acura,2015,ILX,Automatic (S5),0.0,0.0,34
Acura,2015,ILX,Manual 6-spd,0.0,0.0,31
Acura,2015,TLX,Automatic (AM8),0.0,0.0,35
Acura,2015,TLX,Automatic (S9),0.0,0.0,34
Acura,2015,TLX AWD,Automatic (S9),0.0,0.0,31
Acura,2016,ILX,Automatic (AM8),0.0,0.0,35
Acura,2016,RLX,Automatic (S6),0.0,0.0,30
Acura,2016,RLX Hybrid,Automatic (AM7),0.0,0.0,31
Acura,2016,MDX 2WD,Automatic (S9),0.0,0.0,27
Acura,2016,MDX 2WD,Automatic (S9),0.0,0.0,27
Acura,2016,MDX 4WD,Automatic (S9),0.0,0.0,26
Acura,2016,MDX 4WD,Automatic (S9),0.0,0.0,26
Acura,2016,RDX 2WD,Automatic (S6),0.0,0.0,28
Acura,2016,RDX 4WD,Automatic (S6),0.0,0.0,27
Acura,2016,TLX 2WD,Automatic (AM-S8),0.0,0.0,35
Acura,2016,TLX 2WD,Automatic (S9),0.0,0.0,34
Acura,2016,TLX 4WD,Automatic (S9),0.0,0.0,31
Acura,2017,RDX FWD,Automatic (S6),0.0,0.0,28
Acura,2017,RDX AWD,Automatic (S6),0.0,0.0,27
Acura,2017,ILX,Automatic (AM-S8),0.0,0.0,35
Acura,2017,NSX Hybrid,Automatic (AM-S9),0.0,0.0,22
Acura,2017,MDX FWD,Automatic (S9),0.0,0.0,27
Acura,2017,MDX FWD,Automatic (S9),0.0,0.0,27
Acura,2017,MDX AWD,Automatic (S9),0.0,0.0,26
Acura,2017,MDX AWD,Automatic (S9),0.0,0.0,26
Acura,2017,TLX FWD,Automatic (AM-S8),0.0,0.0,35
Acura,2017,TLX FWD,Automatic (S9),0.0,0.0,34
Acura,2017,TLX AWD,Automatic (S9),0.0,0.0,31
Acura,2017,RLX,Automatic (S6),0.0,0.0,30
Acura,2017,RLX Hybrid,Automatic (AM-S7),0.0,0.0,30
Acura,2017,MDX Hybrid AWD,Automatic (AM-S7),0.0,0.0,27
Acura,2018,TLX FWD,Automatic (AM-S8),0.0,0.0,33
Acura,2018,TLX FWD,Automatic (S9),0.0,0.0,32
Acura,2018,TLX FWD A-SPEC,Automatic (S9),0.0,0.0,30
Acura,2018,TLX AWD,Automatic (S9),0.0,0.0,30
Acura,2018,TLX AWD A-SPEC,Automatic (S9),0.0,0.0,29
Acura,2018,RDX FWD,Automatic (S6),0.0,0.0,28
Acura,2018,RDX AWD,Automatic (S6),0.0,0.0,27
Acura,2018,MDX FWD,Automatic (S9),0.0,0.0,27
Acura,2018,MDX FWD,Automatic (S9),0.0,0.0,27
Acura,2018,MDX AWD,Automatic (S9),0.0,0.0,26
Acura,2018,MDX AWD,Automatic (S9),0.0,0.0,26
Acura,2018,ILX,Automatic (AM-S8),0.0,0.0,35
Acura,2018,RLX,Automatic (S10),0.0,0.0,29
Acura,2018,RLX Hybrid,Automatic (AM-S7),0.0,0.0,29
Acura,2018,NSX Hybrid,Automatic (AM-S9),0.0,0.0,22
Acura,2018,MDX Hybrid AWD,Automatic (AM-S7),0.0,0.0,27
Acura,2019,TLX FWD A-SPEC,Automatic (AM-S8),0.0,0.0,32
Acura,2019,TLX FWD A-SPEC,Automatic (S9),0.0,0.0,30
Acura,2019,TLX AWD,Automatic (S9),0.0,0.0,29
Acura,2019,TLX AWD A-SPEC,Automatic (S9),0.0,0.0,29
Acura,2019,TLX FWD,Automatic (AM-S8),0.0,0.0,33
Acura,2019,TLX FWD,Automatic (S9),0.0,0.0,31
Acura,2019,RDX FWD,Automatic (S10),0.0,0.0,28
Acura,2019,RDX FWD A-SPEC,Automatic (S10),0.0,0.0,27
Acura,2019,RDX AWD,Automatic (S10),0.0,0.0,27
Acura,2019,RDX AWD A-SPEC,Automatic (S10),0.0,0.0,26
Acura,2019,RLX,Automatic (S10),0.0,0.0,29
Acura,2019,RLX Hybrid,Automatic (AM-S7),0.0,0.0,29
Acura,2019,MDX FWD,Automatic (S9),0.0,0.0,27
Acura,2019,MDX AWD,Automatic (S9),0.0,0.0,26
Acura,2019,MDX AWD A-SPEC,Automatic (S9),0.0,0.0,25
Acura,2019,MDX Hybrid AWD,Automatic (AM-S7),0.0,0.0,27
Acura,2019,NSX Hybrid,Automatic (AM-S9),0.0,0.0,22
Acura,2019,ILX,Automatic (AM-S8),0.0,0.0,34
Acura,2020,TLX FWD,Automatic (AM-S8),0.0,0.0,33
Acura,2020,TLX FWD A-SPEC,Automatic (AM-S8),0.0,0.0,32
Acura,2020,TLX FWD,Automatic (S9),0.0,0.0,31
Acura,2020,TLX FWD A-SPEC,Automatic (S9),0.0,0.0,30
Acura,2020,TLX AWD,Automatic (S9),0.0,0.0,29
Acura,2020,TLX AWD A-SPEC,Automatic (S9),0.0,0.0,29
Acura,2020,RDX FWD,Automatic (S10),0.0,0.0,28
Acura,2020,RDX FWD A-SPEC,Automatic (S10),0.0,0.0,27
Acura,2020,RDX AWD,Automatic (S10),0.0,0.0,27
Acura,2020,RDX AWD A-SPEC,Automatic (S10),0.0,0.0,26
Acura,2020,MDX FWD,Automatic (S9),0.0,0.0,27
Acura,2020,MDX AWD,Automatic (S9),0.0,0.0,26
Acura,2020,MDX AWD A-SPEC,Automatic (S9),0.0,0.0,25
Acura,2020,MDX Hybrid AWD,Automatic (AM-S7),0.0,0.0,27
Acura,2020,RLX,Automatic (S10),0.0,0.0,29
Acura,2020,RLX Hybrid,Automatic (AM-S7),0.0,0.0,29
Acura,2020,ILX,Automatic (AM-S8),0.0,0.0,34
Acura,2020,NSX Hybrid,Automatic (AM-S9),0.0,0.0,22
Acura,2021,RDX FWD,Automatic (S10),0.0,0.0,28
Acura,2021,RDX FWD A-SPEC,Automatic (S10),0.0,0.0,27
Acura,2021,RDX AWD,Automatic (S10),0.0,0.0,27
Acura,2021,RDX AWD A-SPEC,Automatic (S10),0.0,0.0,26
Acura,2021,TLX AWD A-SPEC,Automatic (S10),0.0,0.0,29
Acura,2021,TLX AWD,Automatic (S10),0.0,0.0,29
Acura,2021,TLX FWD A-SPEC,Automatic (S10),0.0,0.0,30
Acura,2021,TLX FWD,Automatic (S10),0.0,0.0,31
Acura,2021,ILX,Automatic (AM-S8),0.0,0.0,34
Acura,2021,NSX Hybrid,Automatic (AM-S9),0.0,0.0,22
Acura,2021,TLX Type-S,Automatic (S10),0.0,0.0,25
Acura,2021,TLX Type-S Perf Tire,Automatic (S10),0.0,0.0,24
Acura,2022,MDX FWD,Automatic (S10),0.0,0.0,26
Acura,2022,MDX AWD,Automatic (S10),0.0,0.0,25
Acura,2022,ILX,Automatic (AM-S8),0.0,0.0,34
Acura,2022,TLX AWD,Automatic (S10),0.0,0.0,29
Acura,2022,TLX FWD,Automatic (S10),0.0,0.0,31
Acura,2022,TLX AWD A-SPEC,Automatic (S10),0.0,0.0,29
Acura,2022,TLX FWD A-SPEC,Automatic (S10),0.0,0.0,30
Acura,2022,TLX Type-S,Automatic (S10),0.0,0.0,25
Acura,2022,TLX Type-S Perf Tire,Automatic (S10),0.0,0.0,24
Acura,2022,RDX FWD,Automatic (S10),0.0,0.0,28
Acura,2022,RDX FWD A-SPEC,Automatic (S10),0.0,0.0,27
Acura,2022,RDX AWD,Automatic (S10),0.0,0.0,27
Acura,2022,RDX AWD A-SPEC,Automatic (S10),0.0,0.0,26
Acura,2022,MDX AWD Type-S,Automatic (S10),0.0,0.0,21
Acura,2022,NSX Hybrid,Automatic (AM-S9),0.0,0.0,22
Alfa Romeo,2015,4C,Automatic (AM6),0.0,0.0,34
Alfa Romeo,2016,4C,Automatic (AM6),0.0,0.0,34
Alfa Romeo,2017,Giulia,Automatic 8-spd,0.0,0.0,24
Alfa Romeo,2017,4C,Automatic (AM6),0.0,0.0,34
Alfa Romeo,2017,Giulia,Automatic 8-spd,0.0,0.0,33
Alfa Romeo,2017,Giulia AWD,Automatic 8-spd,0.0,0.0,31
Alfa Romeo,2018,Stelvio AWD,Automatic 8-spd,0.0,0.0,28
Alfa Romeo,2018,4C,Automatic (AM6),0.0,0.0,34
Alfa Romeo,2018,Giulia,Automatic 8-spd,0.0,0.0,33
Alfa Romeo,2018,Giulia,Automatic 8-spd,0.0,0.0,24
Alfa Romeo,2018,Giulia AWD,Automatic 8-spd,0.0,0.0,31
Alfa Romeo,2018,Stelvio AWD,Automatic 8-spd,0.0,0.0,23
Alfa Romeo,2019,Giulia,Automatic 8-spd,0.0,0.0,33
Alfa Romeo,2019,Giulia,Automatic 8-spd,0.0,0.0,24
Alfa Romeo,2019,Giulia AWD,Automatic 8-spd,0.0,0.0,31
Alfa Romeo,2019,Stelvio,Automatic 8-spd,0.0,0.0,29
Alfa Romeo,2019,Stelvio AWD,Automatic 8-spd,0.0,0.0,28
Alfa Romeo,2019,Stelvio AWD,Automatic 8-spd,0.0,0.0,23
Alfa Romeo,2019,4C,Automatic (AM6),0.0,0.0,34
Alfa Romeo,2020,4C,Automatic (AM6),0.0,0.0,34
Alfa Romeo,2020,Stelvio AWD,Automatic 8-spd,0.0,0.0,23
Alfa Romeo,2020,Giulia,Automatic 8-spd,0.0,0.0,33
Alfa Romeo,2020,Giulia AWD,Automatic 8-spd,0.0,0.0,31
Alfa Romeo,2020,Giulia,Automatic 8-spd,0.0,0.0,25
Alfa Romeo,2020,Stelvio,Automatic 8-spd,0.0,0.0,29
Alfa Romeo,2020,Stelvio AWD,Automatic 8-spd,0.0,0.0,28
Alfa Romeo,2021,Giulia,Automatic 8-spd,0.0,0.0,33
Alfa Romeo,2021,Giulia AWD,Automatic 8-spd,0.0,0.0,31
Alfa Romeo,2021,Stelvio,Automatic 8-spd,0.0,0.0,29
Alfa Romeo,2021,Stelvio AWD,Automatic 8-spd,0.0,0.0,28
Alfa Romeo,2021,Giulia,Automatic 8-spd,0.0,0.0,25
Alfa Romeo,2021,Stelvio AWD,Automatic 8-spd,0.0,0.0,23
Alfa Romeo,2022,Giulia,Automatic 8-spd,0.0,0.0,25
Alfa Romeo,2022,Stelvio AWD,Automatic 8-spd,0.0,0.0,23
Alfa Romeo,2022,Giulia,Automatic 8-spd,0.0,0.0,33
Alfa Romeo,2022,Giulia AWD,Automatic 8-spd,0.0,0.0,31
Alfa Romeo,2022,Stelvio AWD,Automatic 8-spd,0.0,0.0,28
Alfa Romeo,2022,Stelvio,Automatic 8-spd,0.0,0.0,29
Aston Martin,2010,V8 Vantage,Automatic (AM6),0.0,0.0,20
Aston Martin,2010,V8 Vantage,Manual 6-spd,0.0,0.0,19
Aston Martin,2010,DB9,Manual 6-spd,0.0,0.0,17
Aston Martin,2010,DB9,Automatic (S6),0.0,0.0,20
Aston Martin,2010,DBS,Manual 6-spd,0.0,0.0,17
Aston Martin,2010,DBS,Automatic (S6),0.0,0.0,18
Aston Martin,2010,Rapide,Automatic (S6),0.0,0.0,19
Aston Martin,2011,DB9,Manual 6-spd,0.0,0.0,17
Aston Martin,2011,V12 Vantage,Manual 6-spd,0.0,0.0,17
Aston Martin,2011,V8 Vantage,Manual 6-spd,0.0,0.0,19
Aston Martin,2011,V8 Vantage,Automatic (AM6),0.0,0.0,20
Aston Martin,2011,DB9,Automatic (S6),0.0,0.0,20
Aston Martin,2011,DBS,Manual 6-spd,0.0,0.0,17
Aston Martin,2011,DBS,Automatic (S6),0.0,0.0,18
Aston Martin,2011,Rapide,Automatic (S6),0.0,0.0,19
Aston Martin,2011,V8 Vantage S,Automatic (AM7),0.0,0.0,21
Aston Martin,2012,DB9,Automatic (S6),0.0,0.0,20
Aston Martin,2012,DB9,Manual 6-spd,0.0,0.0,17
Aston Martin,2012,DBS,Automatic (S6),0.0,0.0,18
Aston Martin,2012,DBS,Manual 6-spd,0.0,0.0,17
Aston Martin,2012,Virage,Automatic (S6),0.0,0.0,18
Aston Martin,2012,Rapide,Automatic (S6),0.0,0.0,19
Aston Martin,2012,V12 Vantage,Manual 6-spd,0.0,0.0,17
Aston Martin,2012,V8 Vantage,Manual 6-spd,0.0,0.0,19
Aston Martin,2012,V8 Vantage S,Automatic (AM7),0.0,0.0,21
Aston Martin,2012,V8 Vantage,Automatic (AM6),0.0,0.0,20
Aston Martin,2012,V8 Vantage,Automatic (AM7),0.0,0.0,21
Aston Martin,2013,V8 Vantage,Manual 6-spd,0.0,0.0,19
Aston Martin,2013,V8 Vantage,Automatic (AM7),0.0,0.0,21
Aston Martin,2013,V8 Vantage S,Manual 6-spd,0.0,0.0,19
Aston Martin,2013,V8 Vantage S,Automatic (AM7),0.0,0.0,21
Aston Martin,2013,DB9,Automatic (S6),0.0,0.0,19
Aston Martin,2014,DB9,Automatic (S6),0.0,0.0,19
Aston Martin,2014,Vanquish,Automatic (S6),0.0,0.0,19
Aston Martin,2014,Rapide S,Automatic (S6),0.0,0.0,19
Aston Martin,2014,V8 Vantage,Manual 6-spd,0.0,0.0,19
Aston Martin,2014,V8 Vantage,Automatic (AM7),0.0,0.0,21
Aston Martin,2014,V8 Vantage S,Manual 6-spd,0.0,0.0,19
Aston Martin,2014,V8 Vantage S,Automatic (AM7),0.0,0.0,21
Aston Martin,2015,V8 Vantage,Manual 6-spd,0.0,0.0,19
Aston Martin,2015,V8 Vantage S,Manual 6-spd,0.0,0.0,19
Aston Martin,2015,Vantage GT,Manual 6-spd,0.0,0.0,19
Aston Martin,2015,V8 Vantage,Automatic (AM7),0.0,0.0,21
Aston Martin,2015,V8 Vantage S,Automatic (AM7),0.0,0.0,21
Aston Martin,2015,Vantage GT,Automatic (AM7),0.0,0.0,21
Aston Martin,2015,DB9,Automatic (S6),0.0,0.0,19
Aston Martin,2015,V12 Vantage S,Automatic (AM7),0.0,0.0,18
Aston Martin,2015,Vanquish,Automatic (S8),0.0,0.0,21
Aston Martin,2015,Rapide S,Automatic (S8),0.0,0.0,21
Aston Martin,2016,V8 Vantage,Manual 6-spd,0.0,0.0,19
Aston Martin,2016,V8 Vantage S,Manual 6-spd,0.0,0.0,19
Aston Martin,2016,Vantage GT,Manual 6-spd,0.0,0.0,19
Aston Martin,2016,V8 Vantage,Automatic (AM7),0.0,0.0,21
Aston Martin,2016,V8 Vantage S,Automatic (AM7),0.0,0.0,21
Aston Martin,2016,Vantage GT,Automatic (AM7),0.0,0.0,21
Aston Martin,2016,V12 Vantage S,Automatic (AM7),0.0,0.0,18
Aston Martin,2016,DB9,Automatic (S6),0.0,0.0,19
Aston Martin,2016,Vanquish,Automatic (S8),0.0,0.0,21
Aston Martin,2016,Rapide S,Automatic (S8),0.0,0.0,21
Aston Martin,2017,V12 Vantage S,Automatic (AM7),0.0,0.0,18
Aston Martin,2017,V12 Vantage S,Manual 7-spd,0.0,0.0,16
Aston Martin,2017,Vanquish S Zagato,Automatic (S8),0.0,0.0,21
Aston Martin,2017,Rapide S,Automatic (S8),0.0,0.0,21
Aston Martin,2017,DB11 V12,Automatic (S8),0.0,0.0,21
Aston Martin,2018,Rapide S,Automatic (S8),0.0,0.0,21
Aston Martin,2018,Vanquish S Zagato,Automatic (S8),0.0,0.0,21
Aston Martin,2018,DB11 V12,Automatic (S8),0.0,0.0,21
Aston Martin,2018,DB11 V8,Automatic (S8),0.0,0.0,24
Aston Martin,2019,Vantage V8,Automatic (S8),0.0,0.0,25
Aston Martin,2019,DB11 V12,Automatic (S8),0.0,0.0,22
Aston Martin,2019,DB11 V8,Automatic (S8),0.0,0.0,24
Aston Martin,2019,DBS,Automatic (S8),0.0,0.0,22
Aston Martin,2019,Vanquish S,Automatic (S8),0.0,0.0,21
Aston Martin,2019,Rapide S,Automatic (S8),0.0,0.0,21
Aston Martin,2020,Vantage V8,Automatic (S8),0.0,0.0,24
Aston Martin,2020,DB11 V12,Automatic (S8),0.0,0.0,22
Aston Martin,2020,DB11 V8,Automatic (S8),0.0,0.0,24
Aston Martin,2020,DBS,Automatic (S8),0.0,0.0,22
Aston Martin,2020,Vantage Manual,Manual 7-spd,0.0,0.0,21
Aston Martin,2021,Vantage V8,Automatic (S8),0.0,0.0,24
Aston Martin,2021,DBS,Automatic (S8),0.0,0.0,22
Aston Martin,2021,DB11 V12,Automatic (S8),0.0,0.0,22
Aston Martin,2021,DB11 V8,Automatic (S8),0.0,0.0,24
Aston Martin,2021,Vantage Manual,Manual 7-spd,0.0,0.0,21
Aston Martin,2021,DBX V8,Automatic 9-spd,0.0,0.0,18
Aston Martin,2022,DB11 V8,Automatic 8-spd,0.0,0.0,24
Aston Martin,2022,Vantage V8,Automatic 8-spd,0.0,0.0,24
Aston Martin,2022,DBS,Automatic (S8),0.0,0.0,22
Aston Martin,2022,DB11 V12,Automatic (S8),0.0,0.0,22
Aston Martin,2022,DBX V8,Automatic 9-spd,0.0,0.0,20
Audi,2010,S5,Manual 6-spd,0.0,0.0,22
Audi,2010,S5,Automatic (S6),0.0,0.0,24
Audi,2010,A6 quattro,Automatic (S6),0.0,0.0,23
Audi,2010,A8,Automatic (S6),0.0,0.0,23
Audi,2010,A8 L,Automatic (S6),0.0,0.0,23
Audi,2010,Q7,Automatic (S6),0.0,0.0,18
Audi,2010,R8,Manual 6-spd,0.0,0.0,20
Audi,2010,R8,Automatic (AM6),0.0,0.0,20
Audi,2010,R8,Manual 6-spd,0.0,0.0,19
Audi,2010,R8,Automatic (AM6),0.0,0.0,18
Audi,2010,TT Roadster quattro,Automatic (S6),0.0,0.0,29
Audi,2010,A5 Cabriolet,Automatic (variable gear ratios),0.0,0.0,30
Audi,2010,A5 Cabriolet quattro,Automatic (S6),0.0,0.0,26
Audi,2010,A5 quattro,Manual 6-spd,0.0,0.0,30
Audi,2010,A5 quattro,Automatic (S6),0.0,0.0,27
Audi,2010,S5 Cabriolet,Automatic (S7),0.0,0.0,26
Audi,2010,TT Coupe quattro,Automatic (S6),0.0,0.0,29
Audi,2010,A4,Automatic (variable gear ratios),0.0,0.0,30
Audi,2010,A4 quattro,Manual 6-spd,0.0,0.0,30
Audi,2010,A4 quattro,Automatic (S6),0.0,0.0,27
Audi,2010,S4,Automatic (S7),0.0,0.0,28
Audi,2010,S4,Manual 6-spd,0.0,0.0,27
Audi,2010,A6 quattro,Automatic (S6),0.0,0.0,26
Audi,2010,S6,Automatic (S6),0.0,0.0,19
Audi,2010,A3,Manual 6-spd,0.0,0.0,30
Audi,2010,A3,Automatic (S6),0.0,0.0,28
Audi,2010,A3 quattro,Automatic (S6),0.0,0.0,28
Audi,2010,A4 Avant quattro,Automatic (S6),0.0,0.0,27
Audi,2010,A6 Avant quattro,Automatic (S6),0.0,0.0,26
Audi,2010,A5 quattro,Automatic (S6),0.0,0.0,27
Audi,2010,Q5,Automatic (S6),0.0,0.0,23
Audi,2010,Q7,Automatic (S6),0.0,0.0,24
Audi,2010,Q7,Automatic (S6),0.0,0.0,19
Audi,2010,A3,Automatic (S6),0.0,0.0,37
Audi,2010,A6,Automatic (variable gear ratios),0.0,0.0,28
Audi,2011,TT Roadster quattro,Automatic (S6),0.0,0.0,31
Audi,2011,R8 Spyder,Automatic (AM6),0.0,0.0,19
Audi,2011,R8,Automatic (AM6),0.0,0.0,19
Audi,2011,R8 Spyder,Manual 6-spd,0.0,0.0,19
Audi,2011,R8,Manual 6-spd,0.0,0.0,19
Audi,2011,A5 Cabriolet,Automatic (variable gear ratios),0.0,0.0,30
Audi,2011,A5 quattro,Automatic (S8),0.0,0.0,29
Audi,2011,A5 Cabriolet quattro,Automatic (S8),0.0,0.0,29
Audi,2011,A5 quattro,Manual 6-spd,0.0,0.0,31
Audi,2011,S5,Manual 6-spd,0.0,0.0,22
Audi,2011,S5,Automatic (S6),0.0,0.0,24
Audi,2011,S5 Cabriolet,Automatic (S7),0.0,0.0,26
Audi,2011,TT Coupe quattro,Automatic (S6),0.0,0.0,31
Audi,2011,A4,Automatic (variable gear ratios),0.0,0.0,30
Audi,2011,A4 quattro,Automatic (S8),0.0,0.0,29
Audi,2011,A4 quattro,Manual 6-spd,0.0,0.0,31
Audi,2011,S4,Automatic (S7),0.0,0.0,28
Audi,2011,S4,Manual 6-spd,0.0,0.0,27
Audi,2011,A8,Automatic (S8),0.0,0.0,27
Audi,2011,A6 quattro,Automatic (S6),0.0,0.0,24
Audi,2011,A6,Automatic (variable gear ratios),0.0,0.0,30
Audi,2011,A6 quattro,Automatic (S6),0.0,0.0,26
Audi,2011,S6,Automatic (S6),0.0,0.0,21
Audi,2011,A8 L,Automatic (S8),0.0,0.0,27
Audi,2011,A4 Avant quattro,Automatic (S8),0.0,0.0,29
Audi,2011,A3,Manual 6-spd,0.0,0.0,30
Audi,2011,A3,Automatic (S6),0.0,0.0,28
Audi,2011,A3 quattro,Automatic (S6),0.0,0.0,28
Audi,2011,A6 Avant quattro,Automatic (S6),0.0,0.0,26
Audi,2011,Q5,Automatic (S8),0.0,0.0,27
Audi,2011,Q5,Automatic (S6),0.0,0.0,23
Audi,2011,Q7,Automatic (S8),0.0,0.0,21
Audi,2011,Q7,Automatic (S8),0.0,0.0,24
Audi,2011,A3,Automatic (S6),0.0,0.0,37
Audi,2011,R8,Manual 6-spd,0.0,0.0,20
Audi,2011,R8,Automatic (AM6),0.0,0.0,21
Audi,2011,R8 Spyder,Manual 6-spd,0.0,0.0,20
Audi,2011,R8 Spyder,Automatic (AM6),0.0,0.0,21
Audi,2012,R8,Automatic (AM6),0.0,0.0,19
Audi,2012,R8,Manual 6-spd,0.0,0.0,19
Audi,2012,R8 Spyder,Automatic (AM6),0.0,0.0,19
Audi,2012,R8 Spyder,Manual 6-spd,0.0,0.0,19
Audi,2012,A5 Cabriolet,Automatic (variable gear ratios),0.0,0.0,30
Audi,2012,A5 Cabriolet quattro,Automatic (S8),0.0,0.0,29
Audi,2012,A5 quattro,Automatic (S8),0.0,0.0,29
Audi,2012,A5 quattro,Manual 6-spd,0.0,0.0,31
Audi,2012,S5,Automatic (S6),0.0,0.0,24
Audi,2012,S5,Manual 6-spd,0.0,0.0,22
Audi,2012,S5 Cabriolet,Automatic (S7),0.0,0.0,26
Audi,2012,A4,Automatic (variable gear ratios),0.0,0.0,30
Audi,2012,A4 quattro,Automatic (S8),0.0,0.0,29
Audi,2012,A4 quattro,Manual 6-spd,0.0,0.0,31
Audi,2012,S4,Automatic (S7),0.0,0.0,28
Audi,2012,S4,Manual 6-spd,0.0,0.0,27
Audi,2012,A6,Automatic (variable gear ratios),0.0,0.0,33
Audi,2012,A6 quattro,Automatic (S8),0.0,0.0,28
Audi,2012,A7 quattro,Automatic (S8),0.0,0.0,28
Audi,2012,A8 L,Automatic (S8),0.0,0.0,21
Audi,2012,A4 Avant quattro,Automatic (S8),0.0,0.0,29
Audi,2012,Q5,Automatic (S8),0.0,0.0,27
Audi,2012,Q5,Automatic (S6),0.0,0.0,23
Audi,2012,R8 Spyder,Automatic (AM6),0.0,0.0,21
Audi,2012,TT Roadster quattro,Automatic (S6),0.0,0.0,31
Audi,2012,R8,Automatic (AM6),0.0,0.0,21
Audi,2012,R8 Spyder,Manual 6-spd,0.0,0.0,20
Audi,2012,R8,Manual 6-spd,0.0,0.0,20
Audi,2012,TT Coupe quattro,Automatic (S6),0.0,0.0,31
Audi,2012,TT RS Coupe,Manual 6-spd,0.0,0.0,25
Audi,2012,A8,Automatic (S8),0.0,0.0,28
Audi,2012,A8 L,Automatic (S8),0.0,0.0,28
Audi,2012,A3,Automatic (S6),0.0,0.0,37
