make,year,model,trany,rangeCity,rangeHwy,highway08
Porsche,2022,Taycan Turbo S,Automatic (A2),0.0,0.0,71
Porsche,2022,Taycan 4 Cross Turismo,Automatic (A2),0.0,0.0,77
Porsche,2022,Taycan 4S Cross Turismo,Automatic (A2),0.0,0.0,75
Porsche,2022,Taycan Turbo Cross Turismo,Automatic (A2),0.0,0.0,72
Porsche,2022,Taycan Turbo S Cross Turismo,Automatic (A2),0.0,0.0,73
Porsche,2022,Panamera TurboS E-Hybrid/Exec/ST,Automatic (AM-S8),0.0,0.0,22
Porsche,2022,911 Carrera GTS,Manual 7-spd,0.0,0.0,24
Porsche,2022,911 Carrera 4 GTS,Automatic (AM-S8),0.0,0.0,23
Porsche,2022,911 Carrera 4 GTS,Manual 7-spd,0.0,0.0,23
Porsche,2022,911 Carrera 4 GTS Cabriolet,Automatic (AM-S8),0.0,0.0,22
Porsche,2022,911 Carrera 4 GTS Cabriolet,Manual 7-spd,0.0,0.0,23
Porsche,2022,911 Targa 4 GTS,Automatic (AM-S8),0.0,0.0,22
Porsche,2022,911 Targa 4 GTS,Manual 7-spd,0.0,0.0,23
Porsche,2022,Cayenne,Automatic (S8),0.0,0.0,22
Porsche,2022,911 Carrera GTS,Automatic (AM-S8),0.0,0.0,23
Porsche,2022,911 Carrera GTS Cabriolet,Automatic (AM-S8),0.0,0.0,23
Porsche,2022,911 Carrera GTS Cabriolet,Manual 7-spd,0.0,0.0,24
RUF Automobile,2018,RUF TURBO 12/CTR3,Manual 7-spd,0.0,0.0,20
RUF Automobile,2019,RUFTURBO12/CTR3/CTR2017,Manual 7-spd,0.0,0.0,20
RUF Automobile,2020,TURBO12/CTR3/CTR ANNIVERSARY,Manual 7-spd,0.0,0.0,20
Ram,2012,C/V Cargo Van,Automatic 6-spd,0.0,0.0,25
Ram,2013,C/V,Automatic 6-spd,0.0,0.0,25
Ram,2013,1500 2WD,Automatic 6-spd,0.0,0.0,20
Ram,2013,1500 2WD,Automatic 6-spd,0.0,0.0,20
Ram,2013,1500 2WD,Automatic 8-spd,0.0,0.0,25
Ram,2013,1500 4WD,Automatic 6-spd,0.0,0.0,19
Ram,2013,1500 4WD,Automatic 6-spd,0.0,0.0,19
Ram,2013,1500 4WD,Automatic 8-spd,0.0,0.0,23
Ram,2013,1500 2WD,Automatic 8-spd,0.0,0.0,25
Ram,2013,1500 HFE 2WD,Automatic 8-spd,0.0,0.0,25
Ram,2013,1500 4WD,Automatic 8-spd,0.0,0.0,21
Ram,2013,1500 2WD,Automatic 8-spd,0.0,0.0,21
Ram,2014,1500 2WD,Automatic 6-spd,0.0,0.0,20
Ram,2014,1500 4WD,Automatic 8-spd,0.0,0.0,23
Ram,2014,1500 2WD,Automatic 8-spd,0.0,0.0,22
Ram,2014,1500 2WD,Automatic 8-spd,0.0,0.0,25
Ram,2014,1500 2WD,Automatic 8-spd,0.0,0.0,25
Ram,2014,1500 4WD,Automatic 6-spd,0.0,0.0,19
Ram,2014,1500 4WD,Automatic 8-spd,0.0,0.0,23
Ram,2014,1500 4WD,Automatic 8-spd,0.0,0.0,21
Ram,2014,C/V,Automatic 6-spd,0.0,0.0,26
Ram,2014,1500 HFE 2WD,Automatic 8-spd,0.0,0.0,25
Ram,2014,1500 2WD,Automatic 8-spd,0.0,0.0,27
Ram,2014,1500 4WD,Automatic 8-spd,0.0,0.0,26
Ram,2014,C/V,Automatic 6-spd,0.0,0.0,26
Ram,2015,C/V Tradesman,Automatic 6-spd,0.0,0.0,26
Ram,2015,C/V Tradesman,Automatic 6-spd,0.0,0.0,26
Ram,2015,1500 2WD,Automatic 6-spd,0.0,0.0,20
Ram,2015,1500 2WD,Automatic 8-spd,0.0,0.0,22
Ram,2015,1500 2WD,Automatic 8-spd,0.0,0.0,25
Ram,2015,1500 2WD,Automatic 8-spd,0.0,0.0,25
Ram,2015,1500 HFE 2WD,Automatic 8-spd,0.0,0.0,25
Ram,2015,1500 4WD,Automatic 6-spd,0.0,0.0,19
Ram,2015,1500 4WD,Automatic 8-spd,0.0,0.0,23
Ram,2015,1500 4WD,Automatic 8-spd,0.0,0.0,23
Ram,2015,1500 4WD,Automatic 8-spd,0.0,0.0,21
Ram,2015,1500 2WD,Automatic 8-spd,0.0,0.0,27
Ram,2015,1500 4WD,Automatic 8-spd,0.0,0.0,26
Ram,2015,Promaster City,Automatic 9-spd,0.0,0.0,28
Ram,2015,1500 HFE 2WD,Automatic 8-spd,0.0,0.0,29
Ram,2016,1500 HFE 2WD,Automatic 8-spd,0.0,0.0,25
Ram,2016,Promaster City,Automatic 9-spd,0.0,0.0,28
Ram,2016,1500 2WD,Automatic 6-spd,0.0,0.0,20
Ram,2016,1500 2WD,Automatic 8-spd,0.0,0.0,22
Ram,2016,1500 2WD,Automatic 8-spd,0.0,0.0,25
Ram,2016,1500 HFE 2WD,Automatic 8-spd,0.0,0.0,29
Ram,2016,1500 4WD,Automatic 6-spd,0.0,0.0,19
Ram,2016,1500 4WD,Automatic 8-spd,0.0,0.0,26
Ram,2016,1500 4WD,Automatic 8-spd,0.0,0.0,21
Ram,2016,1500 2WD,Automatic 8-spd,0.0,0.0,27
Ram,2016,1500 4WD,Automatic 8-spd,0.0,0.0,23
Ram,2017,Promaster City,Automatic 9-spd,0.0,0.0,28
Ram,2017,1500 2WD,Automatic 8-spd,0.0,0.0,22
Ram,2017,1500 2WD,Automatic 8-spd,0.0,0.0,25
Ram,2017,1500 4WD,Automatic 6-spd,0.0,0.0,19
Ram,2017,1500 4WD,Automatic 8-spd,0.0,0.0,21
Ram,2017,1500 4WD,Automatic 8-spd,0.0,0.0,23
Ram,2017,1500 2WD,Automatic 8-spd,0.0,0.0,27
Ram,2017,1500 4WD,Automatic 8-spd,0.0,0.0,27
Ram,2018,Promaster City,Automatic 9-spd,0.0,0.0,28
Ram,2018,1500 2WD,Automatic 8-spd,0.0,0.0,22
Ram,2018,1500 4WD,Automatic 6-spd,0.0,0.0,18
Ram,2018,1500 4WD,Automatic 8-spd,0.0,0.0,21
Ram,2018,1500 2WD,Automatic 8-spd,0.0,0.0,25
Ram,2018,1500 4WD,Automatic 8-spd,0.0,0.0,23
Ram,2018,1500 2WD,Automatic 8-spd,0.0,0.0,27
Ram,2018,1500 4WD,Automatic 8-spd,0.0,0.0,27
Ram,2019,1500 2WD,Automatic 8-spd,0.0,0.0,22
Ram,2019,1500 4WD,Automatic 8-spd,0.0,0.0,21
Ram,2019,1500 Classic 2WD,Automatic 8-spd,0.0,0.0,22
Ram,2019,1500 2WD,Automatic 8-spd,0.0,0.0,23
Ram,2019,1500 Classic 2WD,Automatic 8-spd,0.0,0.0,25
Ram,2019,1500 Classic 4WD,Automatic 8-spd,0.0,0.0,21
Ram,2019,1500 4WD,Automatic 8-spd,0.0,0.0,22
Ram,2019,1500 Classic 4WD,Automatic 8-spd,0.0,0.0,23
Ram,2019,1500 2WD,Automatic 8-spd,0.0,0.0,25
Ram,2019,1500 4WD,Automatic 8-spd,0.0,0.0,24
Ram,2019,Promaster City,Automatic 9-spd,0.0,0.0,28
Ram,2019,1500 HFE 2WD,Automatic 8-spd,0.0,0.0,26
Ram,2019,1500 Classic 2WD,Automatic 8-spd,0.0,0.0,27
Ram,2019,1500 Classic 4WD,Automatic 8-spd,0.0,0.0,27
Ram,2020,1500 2WD,Automatic 8-spd,0.0,0.0,25
Ram,2020,1500 2WD,Automatic 8-spd,0.0,0.0,23
Ram,2020,1500 2WD,Automatic 8-spd,0.0,0.0,22
Ram,2020,1500 HFE 2WD,Automatic 8-spd,0.0,0.0,26
Ram,2020,1500 4WD,Automatic 8-spd,0.0,0.0,24
Ram,2020,1500 4WD,Automatic 8-spd,0.0,0.0,22
Ram,2020,1500 4WD,Automatic 8-spd,0.0,0.0,21
Ram,2020,Promaster City,Automatic 9-spd,0.0,0.0,28
Ram,2020,1500 2WD,Automatic 8-spd,0.0,0.0,32
Ram,2020,1500 4WD,Automatic 8-spd,0.0,0.0,29
Ram,2020,1500 Classic 2WD,Automatic 8-spd,0.0,0.0,25
Ram,2020,1500 Classic 2WD,Automatic 8-spd,0.0,0.0,22
Ram,2020,1500 Classic 4WD,Automatic 8-spd,0.0,0.0,23
Ram,2020,1500 Classic 4WD,Automatic 8-spd,0.0,0.0,21
Ram,2021,1500 2WD,Automatic 8-spd,0.0,0.0,25
Ram,2021,1500 2WD,Automatic 8-spd,0.0,0.0,32
Ram,2021,1500 2WD,Automatic 8-spd,0.0,0.0,23
Ram,2021,1500 2WD,Automatic 8-spd,0.0,0.0,22
Ram,2021,1500 4WD,Automatic 8-spd,0.0,0.0,24
Ram,2021,1500 4WD,Automatic 8-spd,0.0,0.0,29
Ram,2021,1500 4WD,Automatic 8-spd,0.0,0.0,22
Ram,2021,1500 4WD,Automatic 8-spd,0.0,0.0,21
Ram,2021,Promaster City,Automatic 9-spd,0.0,0.0,28
Ram,2021,1500 HFE 2WD,Automatic 8-spd,0.0,0.0,26
Ram,2021,1500 TRX 4WD,Automatic 8-spd,0.0,0.0,14
Ram,2021,1500 Classic 2WD,Automatic 8-spd,0.0,0.0,25
Ram,2021,1500 Classic 2WD,Automatic 8-spd,0.0,0.0,22
Ram,2021,1500 Classic 4WD,Automatic 8-spd,0.0,0.0,23
Ram,2021,1500 Classic 4WD,Automatic 8-spd,0.0,0.0,21
Ram,2021,1500 HFE 2WD,Automatic 8-spd,0.0,0.0,33
Ram,2022,1500 2WD,Automatic 8-spd,0.0,0.0,32
Ram,2022,1500 2WD,Automatic 8-spd,0.0,0.0,25
Ram,2022,1500 2WD,Automatic 8-spd,0.0,0.0,23
Ram,2022,1500 2WD,Automatic 8-spd,0.0,0.0,22
Ram,2022,1500 HFE 2WD,Automatic 8-spd,0.0,0.0,33
Ram,2022,1500 HFE 2WD,Automatic 8-spd,0.0,0.0,26
Ram,2022,1500 4WD,Automatic 8-spd,0.0,0.0,29
Ram,2022,1500 4WD,Automatic 8-spd,0.0,0.0,24
Ram,2022,1500 4WD,Automatic 8-spd,0.0,0.0,22
Ram,2022,1500 4WD,Automatic 8-spd,0.0,0.0,21
Ram,2022,1500 TRX 4WD,Automatic 8-spd,0.0,0.0,14
Ram,2022,1500 Classic 2WD,Automatic 8-spd,0.0,0.0,25
Ram,2022,1500 Classic 2WD,Automatic 8-spd,0.0,0.0,21
Ram,2022,1500 Classic 4WD,Automatic 8-spd,0.0,0.0,23
Ram,2022,1500 Classic 4WD,Automatic 8-spd,0.0,0.0,21
Ram,2022,Promaster City,Automatic 9-spd,0.0,0.0,28
Rivian,2022,R1S,Automatic (A1),331.4,296.4,65
Rivian,2022,R1T,Automatic (A1),331.8,292.9,66
Rolls-Royce,2010,Phantom Coupe,Automatic (S6),0.0,0.0,18
Rolls-Royce,2010,Phantom Drophead Coupe,Automatic (S6),0.0,0.0,18
Rolls-Royce,2010,Phantom,Automatic (S6),0.0,0.0,18
Rolls-Royce,2010,Phantom EWB,Automatic (S6),0.0,0.0,18
Rolls-Royce,2010,Ghost,Automatic (S8),0.0,0.0,20
Rolls-Royce,2011,Phantom Drophead Coupe,Automatic (S6),0.0,0.0,18
Rolls-Royce,2011,Phantom Coupe,Automatic (S6),0.0,0.0,18
Rolls-Royce,2011,Phantom,Automatic (S6),0.0,0.0,18
Rolls-Royce,2011,Phantom EWB,Automatic (S6),0.0,0.0,18
Rolls-Royce,2011,Ghost,Automatic (S8),0.0,0.0,20
Rolls-Royce,2012,Phantom Drophead Coupe,Automatic (S6),0.0,0.0,18
Rolls-Royce,2012,Phantom Coupe,Automatic (S6),0.0,0.0,18
Rolls-Royce,2012,Phantom,Automatic (S6),0.0,0.0,18
Rolls-Royce,2012,Phantom EWB,Automatic (S6),0.0,0.0,18
Rolls-Royce,2012,Ghost,Automatic (S8),0.0,0.0,20
Rolls-Royce,2012,Ghost EWB,Automatic (S8),0.0,0.0,20
Rolls-Royce,2013,Phantom Drophead Coupe,Automatic (S8),0.0,0.0,19
Rolls-Royce,2013,Phantom Coupe,Automatic (S8),0.0,0.0,19
Rolls-Royce,2013,Phantom,Automatic (S8),0.0,0.0,19
Rolls-Royce,2013,Phantom EWB,Automatic (S8),0.0,0.0,19
Rolls-Royce,2013,Ghost,Automatic (S8),0.0,0.0,21
Rolls-Royce,2013,Ghost EWB,Automatic (S8),0.0,0.0,21
Rolls-Royce,2014,Phantom Drophead Coupe,Automatic (S8),0.0,0.0,19
Rolls-Royce,2014,Wraith,Automatic (S8),0.0,0.0,21
Rolls-Royce,2014,Phantom,Automatic (S8),0.0,0.0,19
Rolls-Royce,2014,Phantom EWB,Automatic (S8),0.0,0.0,19
Rolls-Royce,2014,Ghost,Automatic (S8),0.0,0.0,21
Rolls-Royce,2014,Ghost EWB,Automatic (S8),0.0,0.0,21
Rolls-Royce,2014,Phantom Coupe,Automatic (S8),0.0,0.0,19
Rolls-Royce,2015,Phantom Drophead Coupe,Automatic (S8),0.0,0.0,19
Rolls-Royce,2015,Phantom Coupe,Automatic (S8),0.0,0.0,19
Rolls-Royce,2015,Phantom,Automatic (S8),0.0,0.0,19
Rolls-Royce,2015,Phantom EWB,Automatic (S8),0.0,0.0,19
Rolls-Royce,2015,Ghost,Automatic (S8),0.0,0.0,21
Rolls-Royce,2015,Ghost EWB,Automatic (S8),0.0,0.0,21
Rolls-Royce,2015,Wraith,Automatic (S8),0.0,0.0,21
Rolls-Royce,2016,Phantom Drophead Coupe,Automatic (S8),0.0,0.0,19
Rolls-Royce,2016,Phantom Coupe,Automatic (S8),0.0,0.0,19
Rolls-Royce,2016,Wraith,Automatic (S8),0.0,0.0,21
Rolls-Royce,2016,Phantom,Automatic (S8),0.0,0.0,19
Rolls-Royce,2016,Phantom EWB,Automatic (S8),0.0,0.0,19
Rolls-Royce,2016,Ghost,Automatic (S8),0.0,0.0,21
Rolls-Royce,2016,Ghost EWB,Automatic (S8),0.0,0.0,21
Rolls-Royce,2016,Dawn,Automatic (S8),0.0,0.0,19
Rolls-Royce,2017,Phantom Drophead Coupe,Automatic (S8),0.0,0.0,19
Rolls-Royce,2017,Phantom Coupe,Automatic (S8),0.0,0.0,19
Rolls-Royce,2017,Phantom,Automatic (S8),0.0,0.0,19
Rolls-Royce,2017,Phantom EWB,Automatic (S8),0.0,0.0,19
Rolls-Royce,2017,Dawn,Automatic (S8),0.0,0.0,19
Rolls-Royce,2017,Wraith,Automatic (S8),0.0,0.0,19
Rolls-Royce,2017,Ghost,Automatic (S8),0.0,0.0,19
Rolls-Royce,2017,Ghost EWB,Automatic (S8),0.0,0.0,19
Rolls-Royce,2018,Dawn,Automatic (S8),0.0,0.0,18
Rolls-Royce,2018,Wraith,Automatic (S8),0.0,0.0,19
Rolls-Royce,2018,Phantom,Automatic (S8),0.0,0.0,19
Rolls-Royce,2018,Phantom EWB,Automatic (S8),0.0,0.0,19
Rolls-Royce,2018,Ghost,Automatic (S8),0.0,0.0,18
Rolls-Royce,2018,Ghost EWB,Automatic (S8),0.0,0.0,18
Rolls-Royce,2019,Dawn,Automatic (S8),0.0,0.0,18
Rolls-Royce,2019,Wraith,Automatic (S8),0.0,0.0,18
Rolls-Royce,2019,Ghost,Automatic (S8),0.0,0.0,18
Rolls-Royce,2019,Ghost EWB,Automatic (S8),0.0,0.0,18
Rolls-Royce,2019,Phantom,Automatic (S8),0.0,0.0,20
Rolls-Royce,2019,Phantom EWB,Automatic (S8),0.0,0.0,20
Rolls-Royce,2019,Cullinan,Automatic (S8),0.0,0.0,20
Rolls-Royce,2020,Dawn,Automatic (S8),0.0,0.0,18
Rolls-Royce,2020,Wraith,Automatic (S8),0.0,0.0,18
Rolls-Royce,2020,Phantom,Automatic (S8),0.0,0.0,20
Rolls-Royce,2020,Phantom EWB,Automatic (S8),0.0,0.0,20
Rolls-Royce,2020,Ghost,Automatic (S8),0.0,0.0,18
Rolls-Royce,2020,Ghost EWB,Automatic (S8),0.0,0.0,18
Rolls-Royce,2020,Cullinan,Automatic (S8),0.0,0.0,20
Rolls-Royce,2020,Cullinan Black Badge,Automatic (S8),0.0,0.0,20
Rolls-Royce,2020,Dawn Black Badge,Automatic (S8),0.0,0.0,18
Rolls-Royce,2020,Wraith Black Badge,Automatic (S8),0.0,0.0,18
Rolls-Royce,2020,Ghost Black Badge,Automatic (S8),0.0,0.0,18
Rolls-Royce,2021,Dawn,Automatic (S8),0.0,0.0,18
Rolls-Royce,2021,Dawn Black Badge,Automatic (S8),0.0,0.0,18
Rolls-Royce,2021,Wraith,Automatic (S8),0.0,0.0,18
Rolls-Royce,2021,Wraith Black Badge,Automatic (S8),0.0,0.0,18
Rolls-Royce,2021,Phantom,Automatic (S8),0.0,0.0,20
Rolls-Royce,2021,Phantom EWB,Automatic (S8),0.0,0.0,20
Rolls-Royce,2021,Cullinan,Automatic (S8),0.0,0.0,20
Rolls-Royce,2021,Cullinan Black Badge,Automatic (S8),0.0,0.0,20
Rolls-Royce,2021,Ghost,Automatic (S8),0.0,0.0,19
Rolls-Royce,2021,Ghost EWB,Automatic (S8),0.0,0.0,19
Rolls-Royce,2022,Phantom,Automatic (S8),0.0,0.0,20
Rolls-Royce,2022,Phantom Extended,Automatic (S8),0.0,0.0,20
Rolls-Royce,2022,Cullinan,Automatic (S8),0.0,0.0,20
Rolls-Royce,2022,Cullinan Black Badge,Automatic (S8),0.0,0.0,20
Rolls-Royce,2022,Ghost,Automatic (S8),0.0,0.0,19
Rolls-Royce,2022,Ghost Extended,Automatic (S8),0.0,0.0,19
Rolls-Royce,2022,Ghost Black Badge,Automatic (S8),0.0,0.0,19
Roush Performance,2010,Stage 3 Mustang,Automatic 5-spd,0.0,0.0,21
Roush Performance,2010,Stage 3 Mustang,Manual 5-spd,0.0,0.0,23
Roush Performance,2011,Stage 3 Mustang,Manual 6-spd,0.0,0.0,21
Roush Performance,2012,Stage 3 Mustang,Manual 6-spd,0.0,0.0,21
Roush Performance,2012,Stage 3 Mustang,Automatic 6-spd,0.0,0.0,22
Roush Performance,2013,Stage 3 Mustang,Manual 6-spd,0.0,0.0,22
Roush Performance,2013,Stage 3 Mustang,Automatic 6-spd,0.0,0.0,23
Roush Performance,2014,Stage 3 Mustang,Manual 6-spd,0.0,0.0,22
Roush Performance,2014,Stage 3 Mustang,Automatic 6-spd,0.0,0.0,22
Roush Performance,2014,F150 Pickup 2WD,Automatic (S6),0.0,0.0,13
Roush Performance,2014,F150 Pickup 2WD,Automatic (S6),0.0,0.0,15
Roush Performance,2014,F150 Raptor Pickup 4WD,Automatic (S6),0.0,0.0,13
Roush Performance,2014,F150 Pickup 4WD,Automatic (S6),0.0,0.0,13
Roush Performance,2014,F150 Pickup 4WD,Automatic (S6),0.0,0.0,15
Roush Performance,2015,Stage 3 Mustang,Automatic (S6),0.0,0.0,23
Roush Performance,2015,Stage 3 Mustang,Manual 6-spd,0.0,0.0,23
Roush Performance,2016,Stage 3 Mustang,Manual 6-spd,0.0,0.0,23
Roush Performance,2016,Stage 3 Mustang,Automatic (S6),0.0,0.0,23
Roush Performance,2016,F150 Pickup 2WD,Automatic (S6),0.0,0.0,15
Roush Performance,2016,F150 Pickup 4WD,Automatic (S6),0.0,0.0,15
Roush Performance,2017,Stage 3 Mustang,Manual 6-spd,0.0,0.0,23
Roush Performance,2017,Stage 3 Mustang,Automatic (S6),0.0,0.0,22
Roush Performance,2017,F150 Pickup 2WD,Automatic (S6),0.0,0.0,14
Roush Performance,2017,F150 Pickup 4WD,Automatic (S6),0.0,0.0,14
Roush Performance,2018,F150 Pickup 2WD,Automatic (S10),0.0,0.0,15
Roush Performance,2018,F150 Pickup 4WD,Automatic (S10),0.0,0.0,15
Roush Performance,2019,Stage 3 Mustang,Manual 6-spd,0.0,0.0,20
Roush Performance,2019,Stage 3 Mustang,Automatic (S10),0.0,0.0,19
Roush Performance,2019,F150 Pickup 2WD,Automatic (S10),0.0,0.0,15
Roush Performance,2019,F150 Pickup 4WD,Automatic (S10),0.0,0.0,15
Roush Performance,2020,Stage 3 Mustang,Manual 6-spd,0.0,0.0,20
Roush Performance,2020,Stage 3 Mustang,Automatic (S10),0.0,0.0,18
Roush Performance,2020,F150 Pickup 2WD,Automatic (S10),0.0,0.0,15
Roush Performance,2020,F150 Pickup 4WD,Automatic (S10),0.0,0.0,16
Roush Performance,2021,Mustang,Manual 6-spd,0.0,0.0,19
Roush Performance,2021,Mustang,Automatic (S10),0.0,0.0,19
SRT,2013,Viper,Manual 6-spd,0.0,0.0,19
SRT,2014,Viper,Manual 6-spd,0.0,0.0,19
STI,2019,S209,Manual 6-spd,0.0,0.0,21
Saab,2010,9-3 Convertible,Manual 6-spd,0.0,0.0,29
Saab,2010,9-3 Convertible,Automatic (S5),0.0,0.0,27
Saab,2010,9-3 Sedan AWD,Manual 6-spd,0.0,0.0,29
Saab,2010,9-3 Sedan AWD,Automatic (S6),0.0,0.0,27
Saab,2010,9-3 Sedan AWD,Automatic (S5),0.0,0.0,27
Saab,2010,9-3 Sport Sedan,Manual 6-spd,0.0,0.0,31
Saab,2010,9-3 Sport Sedan,Automatic (S5),0.0,0.0,28
Saab,2010,9-3 SportCombi,Manual 6-spd,0.0,0.0,31
Saab,2010,9-3 SportCombi,Automatic (S5),0.0,0.0,27
Saab,2010,9-3X SportCombi AWD,Manual 6-spd,0.0,0.0,29
Saab,2010,9-3X SportCombi AWD,Automatic (S5),0.0,0.0,27
Saab,2010,9-3X SportCombi AWD,Automatic (S6),0.0,0.0,27
Saab,2010,9-5 Sedan AWD,Automatic (S6),0.0,0.0,27
Saab,2011,9-5 Sedan AWD,Automatic (S6),0.0,0.0,27
Saab,2011,9-3 Sport Sedan,Manual 6-spd,0.0,0.0,30
Saab,2011,9-3 Sedan AWD,Manual 6-spd,0.0,0.0,29
Saab,2011,9-3 Sedan AWD,Automatic (S6),0.0,0.0,27
Saab,2011,9-3 Sport Sedan,Automatic (S5),0.0,0.0,27
Saab,2011,9-3 Convertible,Automatic (S5),0.0,0.0,26
Saab,2011,9-3 Convertible,Manual 6-spd,0.0,0.0,28
Saab,2011,9-5 Sedan,Automatic (S6),0.0,0.0,28
Saab,2011,9-5 Sedan,Manual 6-spd,0.0,0.0,32
Saab,2011,9-3 SportCombi,Automatic (S5),0.0,0.0,26
Saab,2011,9-3 SportCombi,Manual 6-spd,0.0,0.0,30
Saab,2011,9-3X SportCombi AWD,Automatic (S6),0.0,0.0,27
Saab,2011,9-3X SportCombi AWD,Manual 6-spd,0.0,0.0,29
Saab,2011,9-4X AWD,Automatic (S6),0.0,0.0,22
Saab,2011,9-4X AWD,Automatic (S6),0.0,0.0,22
Saab,2011,9-4X FWD,Automatic (S6),0.0,0.0,24
Saab,2012,9-3 Sedan AWD,Automatic (S6),0.0,0.0,28
Saab,2012,9-3 Sedan AWD,Manual 6-spd,0.0,0.0,30
Saab,2012,9-3X SportCombi AWD,Automatic (S6),0.0,0.0,28
Saab,2012,9-3X SportCombi AWD,Manual 6-spd,0.0,0.0,30
Saab,2012,9-3 Sport Sedan,Automatic (S6),0.0,0.0,29
Saab,2012,9-3 Sport Sedan,Manual 6-spd,0.0,0.0,32
Saab,2012,9-5 Sedan,Automatic (S6),0.0,0.0,28
Saab,2012,9-5 Sedan,Manual 6-spd,0.0,0.0,32
Saab,2012,9-3 SportCombi,Automatic (S6),0.0,0.0,28
Saab,2012,9-3 SportCombi,Manual 6-spd,0.0,0.0,32
Saab,2012,9-3 Convertible,Automatic (S6),0.0,0.0,28
Saab,2012,9-3 Convertible,Manual 6-spd,0.0,0.0,32
Saab,2012,9-4X AWD,Automatic (S6),0.0,0.0,23
Saab,2012,9-5 Sedan AWD,Automatic (S6),0.0,0.0,26
Saab,2012,9-4X FWD,Automatic (S6),0.0,0.0,24
Saab,2012,9-4X AWD,Automatic (S6),0.0,0.0,22
Saturn,2010,SKY,Automatic 5-spd,0.0,0.0,27
Saturn,2010,SKY,Manual 5-spd,0.0,0.0,29
Saturn,2010,SKY,Automatic 5-spd,0.0,0.0,24
Saturn,2010,SKY,Manual 5-spd,0.0,0.0,26
Saturn,2010,Outlook FWD,Automatic 6-spd,0.0,0.0,24
Saturn,2010,Outlook AWD,Automatic 6-spd,0.0,0.0,23
Saturn,2010,Aura,Automatic (S6),0.0,0.0,33
Saturn,2010,Aura,Automatic (S6),0.0,0.0,33
Saturn,2010,Aura,Automatic (S6),0.0,0.0,26
Saturn,2010,Vue FWD,Automatic (S6),0.0,0.0,24
Saturn,2010,Vue FWD,Automatic 6-spd,0.0,0.0,24
Saturn,2010,Vue FWD,Automatic 4-spd,0.0,0.0,26
Saturn,2010,Vue Hybrid,Automatic 4-spd,0.0,0.0,32
Saturn,2010,Vue AWD,Automatic (S6),0.0,0.0,23
Saturn,2010,Vue AWD,Automatic 6-spd,0.0,0.0,23
Saturn,2010,Vue AWD,Automatic 6-spd,0.0,0.0,23
Scion,2010,tC,Automatic 4-spd,0.0,0.0,29
Scion,2010,tC,Manual 5-spd,0.0,0.0,27
Scion,2010,xB,Manual 5-spd,0.0,0.0,28
Scion,2010,xB,Automatic (S4),0.0,0.0,28
Scion,2010,xD,Automatic 4-spd,0.0,0.0,33
Scion,2010,xD,Manual 5-spd,0.0,0.0,33
Scion,2011,xB,Manual 5-spd,0.0,0.0,27
Scion,2011,xB,Automatic (S4),0.0,0.0,27
Scion,2011,xD,Automatic 4-spd,0.0,0.0,33
Scion,2011,xD,Manual 5-spd,0.0,0.0,32
Scion,2011,tC,Automatic (S6),0.0,0.0,30
Scion,2011,tC,Manual 6-spd,0.0,0.0,30
Scion,2011,iQ,Automatic (variable gear ratios),0.0,0.0,37
Scion,2012,xB,Automatic (S4),0.0,0.0,27
Scion,2012,xB,Manual 5-spd,0.0,0.0,27
Scion,2012,tC,Manual 6-spd,0.0,0.0,30
Scion,2012,tC,Automatic (S6),0.0,0.0,30
Scion,2012,iQ,Automatic (variable gear ratios),0.0,0.0,37
Scion,2012,xD,Automatic 4-spd,0.0,0.0,33
Scion,2012,xD,Manual 5-spd,0.0,0.0,32
Scion,2013,FR-S,Automatic (S6),0.0,0.0,33
Scion,2013,FR-S,Manual 6-spd,0.0,0.0,30
Scion,2013,tC,Manual 6-spd,0.0,0.0,30
Scion,2013,tC,Automatic (S6),0.0,0.0,30
Scion,2013,iQ,Automatic (variable gear ratios),0.0,0.0,37
Scion,2013,xD,Automatic 4-spd,0.0,0.0,33
Scion,2013,xD,Manual 5-spd,0.0,0.0,32
Scion,2013,iQ EV,Automatic (variable gear ratios),42.4,31.62,105
Scion,2013,xB,Manual 5-spd,0.0,0.0,27
Scion,2013,xB,Automatic (S4),0.0,0.0,27
Scion,2014,iQ,Automatic (variable gear ratios),0.0,0.0,37
Scion,2014,tC,Automatic (S6),0.0,0.0,30
Scion,2014,tC,Manual 6-spd,0.0,0.0,30
Scion,2014,FR-S,Manual 6-spd,0.0,0.0,30
Scion,2014,FR-S,Automatic (S6),0.0,0.0,33
Scion,2014,xD,Automatic 4-spd,0.0,0.0,33
Scion,2014,xD,Manual 5-spd,0.0,0.0,32
Scion,2014,xB,Automatic (S4),0.0,0.0,27
Scion,2014,xB,Manual 5-spd,0.0,0.0,27
Scion,2015,FR-S,Manual 6-spd,0.0,0.0,29
Scion,2015,FR-S,Automatic (S6),0.0,0.0,33
Scion,2015,tC,Automatic (S6),0.0,0.0,30
Scion,2015,tC,Manual 6-spd,0.0,0.0,30
Scion,2015,iQ,Automatic (variable gear ratios),0.0,0.0,37
Scion,2015,xB,Manual 5-spd,0.0,0.0,27
Scion,2015,xB,Automatic (S4),0.0,0.0,27
Scion,2016,FR-S,Automatic (S6),0.0,0.0,33
Scion,2016,FR-S,Manual 6-spd,0.0,0.0,29
Scion,2016,iA,Manual 6-spd,0.0,0.0,40
